! (Pin, Pout) in dBm
! @ 1.785 GHz
-25     ,  -9.945395594096
-24.75  ,  -9.6799999698427
-24.5   ,  -9.4294188148281
-24.25  ,  -9.1775769150828
-24     ,  -8.9363218101619
-23.75  ,  -8.6813313997933
-23.5   ,  -8.4330251738611
-23.25  ,  -8.1850791217129
-23     ,  -7.9345077519904
-22.75  ,  -7.6799932591755
-22.5   ,  -7.4312419390526
-22.25  ,  -7.1820586075063
-22     ,  -6.9338427523077
-21.75  ,  -6.6829389337477
-21.5   ,  -6.4291147297771
-21.25  ,  -6.1826316654336
-21     ,  -5.9335632390374
-20.75  ,  -5.6823392213533
-20.5   ,  -5.43462757641
-20.25  ,  -5.1847897004999
-20     ,  -4.9323095782645
-19.75  ,  -4.6845114398924
-19.5   ,  -4.4364892139428
-19.25  ,  -4.1870949305861
-19     ,  -3.937106387711
-18.75  ,  -3.682191745968
-18.5   ,  -3.4352936959499
-18.25  ,  -3.186207102633
-18     ,  -2.9371482969944
-17.75  ,  -2.6846926019054
-17.5   ,  -2.4366810182913
-17.25  ,  -2.1845479319565
-17     ,  -1.9368226268889
-16.75  ,  -1.6878594408609
-16.5   ,  -1.4348027044389
-16.25  ,  -1.185094524541
-16     ,  -0.9346520825701
-15.75  ,  -0.6880097949046
-15.5   ,  -0.43465200464607
-15.25  ,  -0.18597391360644
-15     ,  0.062407852011555
-14.75  ,  0.31338356492587
-14.5   ,  0.56631953860139
-14.25  ,  0.81309279714609
-14     ,  1.063372208136
-13.75  ,  1.3143192060029
-13.5   ,  1.5626026107322
-13.25  ,  1.8126642065967
-13     ,  2.0604758458253
-12.75  ,  2.3102162793379
-12.5   ,  2.5612226856768
-12.25  ,  2.8092180262707
-12     ,  3.0585578914505
-11.75  ,  3.3112357601934
-11.5   ,  3.5585217131881
-11.25  ,  3.8090453535678
-11     ,  4.0586870322969
-10.75  ,  4.306875105411
-10.5   ,  4.5580421751627
-10.25  ,  4.8076990713131
-10     ,  5.058052942522
-9.75   ,  5.3074869199953
-9.5    ,  5.5566770451222
-9.25   ,  5.8044042764505
-9      ,  6.0560241046846
-8.75   ,  6.3051124443709
-8.5    ,  6.5523358220135
-8.25   ,  6.802202823961
-8      ,  7.0518232125502
-7.75   ,  7.3015010103301
-7.5    ,  7.5521557387927
-7.25   ,  7.8004645898955
-7      ,  8.04898478953
-6.75   ,  8.297636950459
-6.5    ,  8.5473824386979
-6.25   ,  8.7960540688748
-6      ,  9.0457746707086
-5.75   ,  9.2933824594348
-5.5    ,  9.5428369746814
-5.25   ,  9.7920516233263
-5      ,  10.040750378442
-4.75   ,  10.288365952457
-4.5    ,  10.536930810023
-4.25   ,  10.785513168825
-4      ,  11.032798630657
-3.75   ,  11.281265235994
-3.5    ,  11.529090332168
-3.25   ,  11.777261186049
-3      ,  12.024544026418
-2.75   ,  12.269924795219
-2.5    ,  12.5180177418
-2.25   ,  12.765768919968
-2      ,  13.012182554683
-1.75   ,  13.257990115495
-1.5    ,  13.505063831335
-1.25   ,  13.751288354346
-1      ,  13.995958343156
-0.75   ,  14.240532835956
-0.5    ,  14.483841289344
-0.25   ,  14.728490333338
0       ,  14.971228531003
0.25    ,  15.213215987121
0.5     ,  15.456956116874
0.75    ,  15.696675419314
1       ,  15.93730964728
1.25    ,  16.175945750059
1.5     ,  16.41093056819
1.75    ,  16.645401567973
2       ,  16.878328833963
2.25    ,  17.10828733546
2.5     ,  17.335514959799
2.75    ,  17.553870093044
3       ,  17.7643131953
3.25    ,  17.96911083128
3.5     ,  18.161174486542
3.75    ,  18.334494763234
4       ,  18.494640786313
4.25    ,  18.632606552973
4.5     ,  18.754854408144
4.75    ,  18.869715256384
5       ,  18.969964560642
5.25    ,  19.100769675536
5.5     ,  19.158640136594
5.75    ,  19.230814907447
6       ,  19.302184651146
6.25    ,  19.369815800791
6.5     ,  19.427927461044
6.75    ,  19.484864676285
7       ,  19.550158722663
7.25    ,  19.615439591666
7.5     ,  19.668851676993
7.75    ,  19.718729112677
8       ,  19.776067407244
8.25    ,  19.82110265643
8.5     ,  19.86793123109
8.75    ,  19.907387887496
9       ,  19.950060783124
9.25    ,  19.981800661796
9.5     ,  20.01400393165
9.75    ,  20.036241718998
10      ,  20.068009191631
