! (Pin, Pout) in dBm
! @ 4.930 GHz
-25     ,  -10.404017581614
-24.75  ,  -10.150282458538
-24.5   ,  -9.903984401332
-24.25  ,  -9.6489084419615
-24     ,  -9.4045920948301
-23.75  ,  -9.1518820612358
-23.5   ,  -8.901581967775
-23.25  ,  -8.6469399784196
-23     ,  -8.3997969060237
-22.75  ,  -8.1508688159723
-22.5   ,  -7.9045152573918
-22.25  ,  -7.6585933562455
-22     ,  -7.4023100624308
-21.75  ,  -7.1541449910045
-21.5   ,  -6.9079259672148
-21.25  ,  -6.6542917698383
-21     ,  -6.4040474855278
-20.75  ,  -6.1544177308358
-20.5   ,  -5.907062503279
-20.25  ,  -5.6544522926899
-20     ,  -5.4086210438081
-19.75  ,  -5.1565489688137
-19.5   ,  -4.9088666182487
-19.25  ,  -4.655690785755
-19     ,  -4.4079509646279
-18.75  ,  -4.1595153467414
-18.5   ,  -3.9104546941796
-18.25  ,  -3.6574722023383
-18     ,  -3.4113445697526
-17.75  ,  -3.1605742125181
-17.5   ,  -2.9115666942009
-17.25  ,  -2.6650317276209
-17     ,  -2.4145296622551
-16.75  ,  -2.1639605954217
-16.5   ,  -1.9134164682216
-16.25  ,  -1.6619580923052
-16     ,  -1.4128625883374
-15.75  ,  -1.1664975826714
-15.5   ,  -0.91691151882637
-15.25  ,  -0.66557224296932
-15     ,  -0.41820844176611
-14.75  ,  -0.16745487127939
-14.5   ,  0.079537047314799
-14.25  ,  0.32938265402771
-14     ,  0.57698925470627
-13.75  ,  0.82781979497588
-13.5   ,  1.0761162463284
-13.25  ,  1.325367740101
-13     ,  1.5705021076895
-12.75  ,  1.8193949475615
-12.5   ,  2.0708753462313
-12.25  ,  2.3166109978425
-12     ,  2.566688728076
-11.75  ,  2.8135031303067
-11.5   ,  3.0628944778816
-11.25  ,  3.3104397753041
-11     ,  3.5573673247483
-10.75  ,  3.806632446087
-10.5   ,  4.0541284120453
-10.25  ,  4.3008118764444
-10     ,  4.5473810616684
-9.75   ,  4.7927488509885
-9.5    ,  5.0413400819467
-9.25   ,  5.2877545301453
-9      ,  5.5336150559952
-8.75   ,  5.7796443639547
-8.5    ,  6.0258815203724
-8.25   ,  6.2709219720173
-8      ,  6.5162419322675
-7.75   ,  6.7625421178634
-7.5    ,  7.0051355347038
-7.25   ,  7.2501884938029
-7      ,  7.4941614342046
-6.75   ,  7.7384411997408
-6.5    ,  7.9802759513328
-6.25   ,  8.2223547405397
-6      ,  8.4639893646175
-5.75   ,  8.7058202914797
-5.5    ,  8.9461988996911
-5.25   ,  9.1844977428392
-5      ,  9.4232361609881
-4.75   ,  9.6593944166928
-4.5    ,  9.8957141099127
-4.25   ,  10.131353197029
-4      ,  10.364022870383
-3.75   ,  10.59659462135
-3.5    ,  10.826381552543
-3.25   ,  11.055140754703
-3      ,  11.281182584993
-2.75   ,  11.50279431141
-2.5    ,  11.72270616359
-2.25   ,  11.938852662049
-2      ,  12.15058401524
-1.75   ,  12.357261897353
-1.5    ,  12.557032787678
-1.25   ,  12.749745816306
-1      ,  12.937839802779
-0.75   ,  13.117655550669
-0.5    ,  13.288933276381
-0.25   ,  13.453094858468
0       ,  13.607714799105
0.25    ,  13.753998552689
0.5     ,  13.890592974506
0.75    ,  14.027819190747
1       ,  14.15731577559
1.25    ,  14.283499030683
1.5     ,  14.400609605733
1.75    ,  14.516103717423
2       ,  14.629573566966
2.25    ,  14.736420697885
2.5     ,  14.843196123177
2.75    ,  14.94359471822
3       ,  15.042301572374
3.25    ,  15.141251618958
3.5     ,  15.234550232126
3.75    ,  15.324355972394
4       ,  15.415319804744
4.25    ,  15.505227500919
4.5     ,  15.585430282126
4.75    ,  15.667919170394
5       ,  15.755502293325
5.25    ,  15.879221893165
5.5     ,  15.96198791109
5.75    ,  16.057105334806
6       ,  16.159262940671
6.25    ,  16.225753508039
6.5     ,  16.283639499966
6.75    ,  16.346762445341
7       ,  16.420944120425
7.25    ,  16.490819051575
7.5     ,  16.561305020455
7.75    ,  16.625469343833
8       ,  16.705665918051
8.25    ,  16.773198631985
8.5     ,  16.845701401795
8.75    ,  16.914569413538
9       ,  16.990557813868
9.25    ,  17.050863283212
9.5     ,  17.120015270816
9.75    ,  17.179926603353
10      ,  17.253773307228
