! (Pin, Pout) in dBm
! @ 4.505 GHz
-25     ,  -10.23919480394
-24.75  ,  -9.9926335549483
-24.5   ,  -9.7377893399186
-24.25  ,  -9.4898688225444
-24     ,  -9.238293005401
-23.75  ,  -8.9905729928763
-23.5   ,  -8.7415289889402
-23.25  ,  -8.4942035321995
-23     ,  -8.2403153187164
-22.75  ,  -7.9881101208654
-22.5   ,  -7.7417496505901
-22.25  ,  -7.4906143724262
-22     ,  -7.2386235191255
-21.75  ,  -6.9872917455952
-21.5   ,  -6.7388606006572
-21.25  ,  -6.4904431321019
-21     ,  -6.241279109036
-20.75  ,  -5.9917172576925
-20.5   ,  -5.7374435561377
-20.25  ,  -5.4910868157851
-20     ,  -5.2381566347278
-19.75  ,  -4.9929390681688
-19.5   ,  -4.7451937089766
-19.25  ,  -4.4922904776954
-19     ,  -4.2434224829942
-18.75  ,  -3.9921933290769
-18.5   ,  -3.7446575632186
-18.25  ,  -3.4957356532288
-18     ,  -3.2443832260914
-17.75  ,  -2.9960365118102
-17.5   ,  -2.7463295018786
-17.25  ,  -2.4960895457802
-17     ,  -2.2486639276215
-16.75  ,  -1.9947184664593
-16.5   ,  -1.7491137670224
-16.25  ,  -1.4997701190065
-16     ,  -1.2489575667263
-15.75  ,  -0.99998080796865
-15.5   ,  -0.75190403361092
-15.25  ,  -0.50191300006075
-15     ,  -0.25146030455021
-14.75  ,  -0.0028301056251436
-14.5   ,  0.24447561927199
-14.25  ,  0.49373696364847
-14     ,  0.74544320371292
-13.75  ,  0.99311631965149
-13.5   ,  1.2424958066948
-13.25  ,  1.4914809418907
-13     ,  1.7399764850121
-12.75  ,  1.9891850966049
-12.5   ,  2.2371668912054
-12.25  ,  2.4867311940497
-12     ,  2.7350586039097
-11.75  ,  2.9838209534828
-11.5   ,  3.2321393166816
-11.25  ,  3.4802130089934
-11     ,  3.7274340599453
-10.75  ,  3.9770136687996
-10.5   ,  4.2254220103324
-10.25  ,  4.472471798937
-10     ,  4.7193257135655
-9.75   ,  4.9676117472831
-9.5    ,  5.2138813783748
-9.25   ,  5.4611917848975
-9      ,  5.7079923467461
-8.75   ,  5.9559519190909
-8.5    ,  6.2019501453653
-8.25   ,  6.4476056336089
-8      ,  6.6949224781734
-7.75   ,  6.9406481148713
-7.5    ,  7.1862536836191
-7.25   ,  7.4319169321535
-7      ,  7.6762496593188
-6.75   ,  7.9221761007568
-6.5    ,  8.1654155744711
-6.25   ,  8.4099834135878
-6      ,  8.6541669167351
-5.75   ,  8.8968902523258
-5.5    ,  9.1401315586286
-5.25   ,  9.3816351946082
-5      ,  9.6230466303727
-4.75   ,  9.8637577603019
-4.5    ,  10.104524680305
-4.25   ,  10.342922468673
-4      ,  10.580686956201
-3.75   ,  10.818369441148
-3.5    ,  11.055403242166
-3.25   ,  11.28938135645
-3      ,  11.521995016894
-2.75   ,  11.752240158814
-2.5    ,  11.981157440968
-2.25   ,  12.207215565441
-2      ,  12.430732795498
-1.75   ,  12.650805050172
-1.5    ,  12.86522830179
-1.25   ,  13.07558084339
-1      ,  13.282140228878
-0.75   ,  13.479057292961
-0.5    ,  13.6704615694
-0.25   ,  13.856676743141
0       ,  14.028542083213
0.25    ,  14.195919123928
0.5     ,  14.354425585837
0.75    ,  14.505911302093
1       ,  14.649728108972
1.25    ,  14.780239369083
1.5     ,  14.910670811465
1.75    ,  15.031834032399
2       ,  15.14896528357
2.25    ,  15.259798176494
2.5     ,  15.371406805576
2.75    ,  15.47398830827
3       ,  15.572797734813
3.25    ,  15.666492932287
3.5     ,  15.762002459379
3.75    ,  15.853670929794
4       ,  15.94048795118
4.25    ,  16.02359062806
4.5     ,  16.100626795073
4.75    ,  16.185456759813
5       ,  16.256572913966
5.25    ,  16.394519596271
5.5     ,  16.472967753846
5.75    ,  16.561441182709
6       ,  16.650877792821
6.25    ,  16.706923127856
6.5     ,  16.752502553844
6.75    ,  16.806036052146
7       ,  16.868846618007
7.25    ,  16.921454186135
7.5     ,  16.97829289061
7.75    ,  17.036348046533
8       ,  17.100455009543
8.25    ,  17.149977681885
8.5     ,  17.211023344543
8.75    ,  17.269272969014
9       ,  17.322672423257
9.25    ,  17.375215575371
9.5     ,  17.425352396294
9.75    ,  17.478097072494
10      ,  17.533278051094
