! (Pin, Pout) in dBm
! @ 4.250 GHz
-25     ,  -10.188001499719
-24.75  ,  -9.9369447033705
-24.5   ,  -9.6896422222225
-24.25  ,  -9.4394125042888
-24     ,  -9.1909748028332
-23.75  ,  -8.9399765007493
-23.5   ,  -8.6864914379152
-23.25  ,  -8.4394583419732
-23     ,  -8.1894343060482
-22.75  ,  -7.9378594769576
-22.5   ,  -7.6908113832867
-22.25  ,  -7.4388049932281
-22     ,  -7.1878502346842
-21.75  ,  -6.9392226061221
-21.5   ,  -6.688912221694
-21.25  ,  -6.4407246140501
-21     ,  -6.1916426891061
-20.75  ,  -5.938651019658
-20.5   ,  -5.6902034430765
-20.25  ,  -5.440550272638
-20     ,  -5.1916275878287
-19.75  ,  -4.936741991809
-19.5   ,  -4.6865222319418
-19.25  ,  -4.4379004923701
-19     ,  -4.1901024995011
-18.75  ,  -3.9390637965732
-18.5   ,  -3.6892253198234
-18.25  ,  -3.4396660644641
-18     ,  -3.1905057524548
-17.75  ,  -2.942342203084
-17.5   ,  -2.6899325418436
-17.25  ,  -2.4419194380876
-17     ,  -2.1916380969166
-16.75  ,  -1.9410845028172
-16.5   ,  -1.6911213047552
-16.25  ,  -1.4425705885017
-16     ,  -1.1940276682206
-15.75  ,  -0.9441821625052
-15.5   ,  -0.69473656535817
-15.25  ,  -0.44383490903129
-15     ,  -0.19453435777696
-14.75  ,  0.053066972781313
-14.5   ,  0.30271941506535
-14.25  ,  0.55198023889155
-14     ,  0.80049569376132
-13.75  ,  1.0507021898025
-13.5   ,  1.3003161680755
-13.25  ,  1.54937455423
-13     ,  1.7978332788716
-12.75  ,  2.0474931932108
-12.5   ,  2.2963185150243
-12.25  ,  2.5445999971602
-12     ,  2.7945814303618
-11.75  ,  3.0430638253271
-11.5   ,  3.2907178900149
-11.25  ,  3.5390588176234
-11     ,  3.7880864650125
-10.75  ,  4.0364396315965
-10.5   ,  4.2844501160556
-10.25  ,  4.5322393774375
-10     ,  4.7813087993184
-9.75   ,  5.028123861463
-9.5    ,  5.2759877698541
-9.25   ,  5.522707856451
-9      ,  5.7697514192834
-8.75   ,  6.0179731205704
-8.5    ,  6.2653963098132
-8.25   ,  6.5114350218269
-8      ,  6.7584047297714
-7.75   ,  7.0044312627435
-7.5    ,  7.2514593565908
-7.25   ,  7.497476728303
-7      ,  7.7422721024484
-6.75   ,  7.9903681852241
-6.5    ,  8.2353862629273
-6.25   ,  8.4799565787996
-6      ,  8.7255611993098
-5.75   ,  8.9694274684603
-5.5    ,  9.2132941093506
-5.25   ,  9.4563576185182
-5      ,  9.7000079457008
-4.75   ,  9.9406205826331
-4.5    ,  10.183088091238
-4.25   ,  10.423934114721
-4      ,  10.663974403865
-3.75   ,  10.902865220664
-3.5    ,  11.142599725563
-3.25   ,  11.380404156195
-3      ,  11.617525870777
-2.75   ,  11.850941691822
-2.5    ,  12.084953508515
-2.25   ,  12.316585691993
-2      ,  12.546642138348
-1.75   ,  12.772816905976
-1.5    ,  12.996992695945
-1.25   ,  13.216412136803
-1      ,  13.431645006343
-0.75   ,  13.643607615763
-0.5    ,  13.849419997031
-0.25   ,  14.049621895485
0       ,  14.239783369004
0.25    ,  14.419203831358
0.5     ,  14.590872449439
0.75    ,  14.753870534765
1       ,  14.909748506158
1.25    ,  15.054725150832
1.5     ,  15.194322515784
1.75    ,  15.323756492181
2       ,  15.448096408072
2.25    ,  15.567467973666
2.5     ,  15.683588530379
2.75    ,  15.792126102827
3       ,  15.895706874097
3.25    ,  15.995893050206
3.5     ,  16.094525407237
3.75    ,  16.183629283282
4       ,  16.272819230061
4.25    ,  16.354896539113
4.5     ,  16.432161841955
4.75    ,  16.521179275945
5       ,  16.596173286848
5.25    ,  16.735027330508
5.5     ,  16.813184501419
5.75    ,  16.898351517726
6       ,  16.987504731583
6.25    ,  17.035799684689
6.5     ,  17.080991972343
6.75    ,  17.135406220564
7       ,  17.199193460851
7.25    ,  17.216660392281
7.5     ,  17.230761555818
7.75    ,  17.250040401033
8       ,  17.276222231255
8.25    ,  17.325198287114
8.5     ,  17.388424856789
8.75    ,  17.447499314885
9       ,  17.501411862732
9.25    ,  17.550700741461
9.5     ,  17.60697133788
9.75    ,  17.664582736851
10      ,  17.721574296016
