! (Pin, Pout) in dBm
! @ 2.975 GHz
-25     ,  -10.435795231464
-24.75  ,  -10.173780031672
-24.5   ,  -9.9322457179552
-24.25  ,  -9.6794604750184
-24     ,  -9.4261324747583
-23.75  ,  -9.1819763682923
-23.5   ,  -8.9312145652505
-23.25  ,  -8.6826891146419
-23     ,  -8.4321328520949
-22.75  ,  -8.1751338088955
-22.5   ,  -7.9343360981174
-22.25  ,  -7.6797921729343
-22     ,  -7.4332007185959
-21.75  ,  -7.1805148208867
-21.5   ,  -6.9332511497503
-21.25  ,  -6.6811034614569
-21     ,  -6.4272918651767
-20.75  ,  -6.1771442519313
-20.5   ,  -5.9332036018855
-20.25  ,  -5.6803465210056
-20     ,  -5.4336864712685
-19.75  ,  -5.1820114784122
-19.5   ,  -4.936121064256
-19.25  ,  -4.6811332523111
-19     ,  -4.4333010711671
-18.75  ,  -4.1818402725356
-18.5   ,  -3.9352158496541
-18.25  ,  -3.6837906842597
-18     ,  -3.4297783637871
-17.75  ,  -3.1821507988764
-17.5   ,  -2.9308667052305
-17.25  ,  -2.684743613278
-17     ,  -2.4278590415197
-16.75  ,  -2.1873597198276
-16.5   ,  -1.9332691352515
-16.25  ,  -1.6819134413644
-16     ,  -1.4340772465396
-15.75  ,  -1.1862890442948
-15.5   ,  -0.93476139637642
-15.25  ,  -0.68763396045153
-15     ,  -0.43710868178603
-14.75  ,  -0.18813700936495
-14.5   ,  0.064555098999527
-14.25  ,  0.31079760388072
-14     ,  0.56069667624801
-13.75  ,  0.8133097150444
-13.5   ,  1.0627260557766
-13.25  ,  1.3101483373026
-13     ,  1.5607803063977
-12.75  ,  1.8096725727576
-12.5   ,  2.059321302658
-12.25  ,  2.3089733050911
-12     ,  2.5595266393056
-11.75  ,  2.8101548656193
-11.5   ,  3.0565375305447
-11.25  ,  3.3080155957324
-11     ,  3.5564362388242
-10.75  ,  3.8058005325723
-10.5   ,  4.0547388839302
-10.25  ,  4.30239419035
-10     ,  4.5522815149043
-9.75   ,  4.8003225240401
-9.5    ,  5.0502685360443
-9.25   ,  5.2968222827568
-9      ,  5.5479856625969
-8.75   ,  5.7967265647136
-8.5    ,  6.0437651196857
-8.25   ,  6.2936207513177
-8      ,  6.5414046400646
-7.75   ,  6.7897614064319
-7.5    ,  7.0387378568658
-7.25   ,  7.2863822185292
-7      ,  7.5373851726375
-6.75   ,  7.7838239287691
-6.5    ,  8.0324419546178
-6.25   ,  8.277934663353
-6      ,  8.5255520066975
-5.75   ,  8.7743914827877
-5.5    ,  9.0221649913637
-5.25   ,  9.26797382025
-5      ,  9.5130994536374
-4.75   ,  9.7597487697733
-4.5    ,  10.007582011162
-4.25   ,  10.253262866654
-4      ,  10.498114422058
-3.75   ,  10.746095858062
-3.5    ,  10.98977819258
-3.25   ,  11.235746918278
-3      ,  11.479146458508
-2.75   ,  11.724909986447
-2.5    ,  11.969523111917
-2.25   ,  12.210219872606
-2      ,  12.452737851914
-1.75   ,  12.696837705881
-1.5    ,  12.937702478515
-1.25   ,  13.177821070585
-1      ,  13.418055135086
-0.75   ,  13.656754009663
-0.5    ,  13.8967011073
-0.25   ,  14.132218434837
0       ,  14.3652732477
0.25    ,  14.594666038108
0.5     ,  14.826809206522
0.75    ,  15.052723610152
1       ,  15.2787349092
1.25    ,  15.500391627867
1.5     ,  15.716986086414
1.75    ,  15.928354622471
2       ,  16.136516025955
2.25    ,  16.335244905656
2.5     ,  16.525977735118
2.75    ,  16.711933840597
3       ,  16.883395743008
3.25    ,  17.04790493507
3.5     ,  17.208834211806
3.75    ,  17.357956341511
4       ,  17.500001744171
4.25    ,  17.632079056504
4.5     ,  17.755247507945
4.75    ,  17.880124588302
5       ,  17.982211632182
5.25    ,  18.127922743193
5.5     ,  18.220815336847
5.75    ,  18.320037049035
6       ,  18.418240052482
6.25    ,  18.472251426052
6.5     ,  18.515387175254
6.75    ,  18.555663109492
7       ,  18.602790423254
7.25    ,  18.638406994568
7.5     ,  18.67280197264
7.75    ,  18.701204460865
8       ,  18.74340842096
8.25    ,  18.73107672275
8.5     ,  18.723652067199
8.75    ,  18.711563415745
9       ,  18.710406301312
9.25    ,  18.715276042508
9.5     ,  18.722745435231
9.75    ,  18.732101001154
10      ,  18.744235825675
