! (Pin, Pout) in dBm
! @ 4.845 GHz
-25     ,  -10.397524679432
-24.75  ,  -10.145413187916
-24.5   ,  -9.8951194531777
-24.25  ,  -9.6403676997231
-24     ,  -9.390541136336
-23.75  ,  -9.1438689165294
-23.5   ,  -8.891260891897
-23.25  ,  -8.6445325678398
-23     ,  -8.3936827740302
-22.75  ,  -8.143558757393
-22.5   ,  -7.8937181467434
-22.25  ,  -7.6434162899412
-22     ,  -7.3934880136845
-21.75  ,  -7.1387743550368
-21.5   ,  -6.8949987714687
-21.25  ,  -6.6460338106416
-21     ,  -6.3945399474174
-20.75  ,  -6.1458645355852
-20.5   ,  -5.8943233787099
-20.25  ,  -5.6496496203665
-20     ,  -5.3979222599217
-19.75  ,  -5.1449890578293
-19.5   ,  -4.897417023863
-19.25  ,  -4.649669449814
-19     ,  -4.3961942342783
-18.75  ,  -4.145540953908
-18.5   ,  -3.8978710437801
-18.25  ,  -3.6482625168379
-18     ,  -3.3990422834519
-17.75  ,  -3.153638666746
-17.5   ,  -2.9008515187359
-17.25  ,  -2.6506271363925
-17     ,  -2.4011038039089
-16.75  ,  -2.1496908397207
-16.5   ,  -1.9036683719396
-16.25  ,  -1.6503959641249
-16     ,  -1.404026592145
-15.75  ,  -1.1524773512204
-15.5   ,  -0.9059840825544
-15.25  ,  -0.65423037581626
-15     ,  -0.40638330994107
-14.75  ,  -0.15654667354348
-14.5   ,  0.093262856260495
-14.25  ,  0.33915720464996
-14     ,  0.59023561908412
-13.75  ,  0.83721128072373
-13.5   ,  1.0870972908431
-13.25  ,  1.3355230688637
-13     ,  1.5850827538936
-12.75  ,  1.8353635893458
-12.5   ,  2.0820384334663
-12.25  ,  2.3315918814535
-12     ,  2.5798927087541
-11.75  ,  2.8269600946329
-11.5   ,  3.0749559831914
-11.25  ,  3.32215289958
-11     ,  3.5714422863542
-10.75  ,  3.8192905974521
-10.5   ,  4.0662176279409
-10.25  ,  4.3144716756004
-10     ,  4.5602254782427
-9.75   ,  4.8067621428203
-9.5    ,  5.0532853152735
-9.25   ,  5.3018187160722
-9      ,  5.5475081138656
-8.75   ,  5.7944367267771
-8.5    ,  6.0400341186066
-8.25   ,  6.2860574293535
-8      ,  6.5326333375928
-7.75   ,  6.7766092527986
-7.5    ,  7.0211028578257
-7.25   ,  7.2663908495825
-7      ,  7.5100684658866
-6.75   ,  7.7538613029122
-6.5    ,  7.9966913237702
-6.25   ,  8.2391461131039
-6      ,  8.4813885912669
-5.75   ,  8.7228049935504
-5.5    ,  8.9647072296643
-5.25   ,  9.203817313982
-5      ,  9.4438010397246
-4.75   ,  9.6819946944195
-4.5    ,  9.9195010805303
-4.25   ,  10.154127551695
-4      ,  10.388765888159
-3.75   ,  10.62222554569
-3.5    ,  10.854790719864
-3.25   ,  11.085384990359
-3      ,  11.312656077257
-2.75   ,  11.53772418384
-2.5    ,  11.758650087983
-2.25   ,  11.977191251452
-2      ,  12.190280312077
-1.75   ,  12.398424358911
-1.5    ,  12.601569559156
-1.25   ,  12.797396200088
-1      ,  12.985140141129
-0.75   ,  13.167054195673
-0.5    ,  13.3417993986
-0.25   ,  13.509571516065
0       ,  13.663164535303
0.25    ,  13.815748956711
0.5     ,  13.95087836531
0.75    ,  14.087400260314
1       ,  14.218704508243
1.25    ,  14.341876282027
1.5     ,  14.458782330467
1.75    ,  14.569618659409
2       ,  14.679409305301
2.25    ,  14.783865641917
2.5     ,  14.883671805379
2.75    ,  14.974357407183
3       ,  15.065679788561
3.25    ,  15.157245412998
3.5     ,  15.244426059461
3.75    ,  15.329099745769
4       ,  15.413483892663
4.25    ,  15.494078353934
4.5     ,  15.570255240184
4.75    ,  15.647583820029
5       ,  15.723562042724
5.25    ,  15.844986567057
5.5     ,  15.914938646506
5.75    ,  15.992786608857
6       ,  16.081218486094
6.25    ,  16.136047061609
6.5     ,  16.18104579826
6.75    ,  16.237732989388
7       ,  16.295979900167
7.25    ,  16.349371780378
7.5     ,  16.403198485733
7.75    ,  16.457241977117
8       ,  16.519279680147
8.25    ,  16.569003467244
8.5     ,  16.627306782827
8.75    ,  16.674948227065
9       ,  16.738679380752
9.25    ,  16.824103489872
9.5     ,  16.924863959355
9.75    ,  17.01326992498
10      ,  17.107352038834
