! (Pin, Pout) in dBm
! @ 6.715 GHz
-25     ,  -13.464958280488
-24.75  ,  -13.212233586931
-24.5   ,  -12.969651255785
-24.25  ,  -12.717320623955
-24     ,  -12.466225108392
-23.75  ,  -12.216663262279
-23.5   ,  -11.969594436449
-23.25  ,  -11.715442151092
-23     ,  -11.472596087676
-22.75  ,  -11.221487342173
-22.5   ,  -10.972243429744
-22.25  ,  -10.724217569595
-22     ,  -10.471496179769
-21.75  ,  -10.22828117929
-21.5   ,  -9.972616774288
-21.25  ,  -9.723350948874
-21     ,  -9.4746651847979
-20.75  ,  -9.2221686246596
-20.5   ,  -8.9803169274117
-20.25  ,  -8.7242486526686
-20     ,  -8.4750741485914
-19.75  ,  -8.1486749731988
-19.5   ,  -7.9018863596341
-19.25  ,  -7.6519977889999
-19     ,  -7.3993912476984
-18.75  ,  -7.1487461777625
-18.5   ,  -6.8948455600123
-18.25  ,  -6.6516639579061
-18     ,  -6.4053956989057
-17.75  ,  -6.1517289303997
-17.5   ,  -5.9036403232394
-17.25  ,  -5.655218242102
-17     ,  -5.4057089486886
-16.75  ,  -5.153708359281
-16.5   ,  -4.9032839289395
-16.25  ,  -4.6530929244358
-16     ,  -4.4039494172328
-15.75  ,  -4.1568022097783
-15.5   ,  -3.90902210204
-15.25  ,  -3.6544250134727
-15     ,  -3.4055754665528
-14.75  ,  -3.1586657570072
-14.5   ,  -2.9099181860115
-14.25  ,  -2.659331107515
-14     ,  -2.4117425325535
-13.75  ,  -2.1609766560686
-13.5   ,  -1.9124112802418
-13.25  ,  -1.6663441669536
-13     ,  -1.413450072949
-12.75  ,  -1.1682279091131
-12.5   ,  -0.91827193432473
-12.25  ,  -0.66908984923036
-12     ,  -0.41972160208622
-11.75  ,  -0.17484233825371
-11.5   ,  0.07360724153782
-11.25  ,  0.32292680227707
-11     ,  0.56947224329221
-10.75  ,  0.81825551250372
-10.5   ,  1.0647460612412
-10.25  ,  1.3122555498832
-10     ,  1.5605654927972
-9.75   ,  1.8061268371576
-9.5    ,  2.0533621720309
-9.25   ,  2.2993153408877
-9      ,  2.5449914209338
-8.75   ,  2.7899602700812
-8.5    ,  3.0362897321888
-8.25   ,  3.2809608425154
-8      ,  3.524953849031
-7.75   ,  3.7700105964575
-7.5    ,  4.0133935792119
-7.25   ,  4.2564881342902
-7      ,  4.4986756402844
-6.75   ,  4.7406515383984
-6.5    ,  4.980597997152
-6.25   ,  5.2214259129409
-6      ,  5.4619690847219
-5.75   ,  5.7017427605177
-5.5    ,  5.9379056915462
-5.25   ,  6.1734865225111
-5      ,  6.4100968374967
-4.75   ,  6.6421859068602
-4.5    ,  6.8742059187981
-4.25   ,  7.1040342179666
-4      ,  7.3307802881825
-3.75   ,  7.5581533595521
-3.5    ,  7.7829644762952
-3.25   ,  8.0039018545294
-3      ,  8.2231121101339
-2.75   ,  8.4381797443307
-2.5    ,  8.6480500190468
-2.25   ,  8.8558381044997
-2      ,  9.0576928250084
-1.75   ,  9.2569098246628
-1.5    ,  9.449478138574
-1.25   ,  9.6337145604118
-1      ,  9.8154379248742
-0.75   ,  9.9876705905717
-0.5    ,  10.157028609139
-0.25   ,  10.320314956055
0       ,  10.474103525725
0.25    ,  10.615245969932
0.5     ,  10.749219189402
0.75    ,  10.88894697234
1       ,  11.021420850599
1.25    ,  11.147149813761
1.5     ,  11.274877630306
1.75    ,  11.391905586337
2       ,  11.513741038328
2.25    ,  11.627619640109
2.5     ,  11.745890486552
2.75    ,  11.857064299024
3       ,  11.970296023871
3.25    ,  12.074917091014
3.5     ,  12.183148331282
3.75    ,  12.298988155852
4       ,  12.400677498977
4.25    ,  12.500821972631
4.5     ,  12.604840561659
4.75    ,  12.71015343092
5       ,  12.815108686523
5.25    ,  12.968104004988
5.5     ,  13.067697368855
5.75    ,  13.173141717382
6       ,  13.287752586704
6.25    ,  13.375080780319
6.5     ,  13.460575734905
6.75    ,  13.547565744816
7       ,  13.644116783459
7.25    ,  13.718374360894
7.5     ,  13.791995695162
7.75    ,  13.869248804847
8       ,  13.950408357682
8.25    ,  14.048168128121
8.5     ,  14.142320393961
8.75    ,  14.238226145601
9       ,  14.336114139332
9.25    ,  14.442463107164
9.5     ,  14.552098667278
9.75    ,  14.655340135444
10      ,  14.760143248922
