! (Pin, Pout) in dBm
! @ 1.870 GHz
-25     ,  -10.000958174433
-24.75  ,  -9.7586895756409
-24.5   ,  -9.5085815339672
-24.25  ,  -9.254296252878
-24     ,  -9.0029676442432
-23.75  ,  -8.7579891070172
-23.5   ,  -8.5083647928829
-23.25  ,  -8.2515117295831
-23     ,  -8.0008486084253
-22.75  ,  -7.7518877666657
-22.5   ,  -7.5097295869834
-22.25  ,  -7.2545644207268
-22     ,  -7.0048108816597
-21.75  ,  -6.7552828485806
-21.5   ,  -6.5038902528107
-21.25  ,  -6.2597464176315
-21     ,  -6.0087771983996
-20.75  ,  -5.7574145119676
-20.5   ,  -5.5057316264929
-20.25  ,  -5.2554660598906
-20     ,  -5.0058775443418
-19.75  ,  -4.7564155827022
-19.5   ,  -4.5048253274678
-19.25  ,  -4.2571196291742
-19     ,  -4.0082075092337
-18.75  ,  -3.7585091044195
-18.5   ,  -3.5075609171377
-18.25  ,  -3.2581613286853
-18     ,  -3.0106133460019
-17.75  ,  -2.758277184283
-17.5   ,  -2.509104815037
-17.25  ,  -2.2596288395231
-17     ,  -2.008355124247
-16.75  ,  -1.7621053454643
-16.5   ,  -1.51048866645
-16.25  ,  -1.2588689274501
-16     ,  -1.0084118625175
-15.75  ,  -0.76221214213409
-15.5   ,  -0.51218409567937
-15.25  ,  -0.26229112284859
-15     ,  -0.010734269619331
-14.75  ,  0.24005236776575
-14.5   ,  0.49113781288367
-14.25  ,  0.73992286873337
-14     ,  0.98985442221515
-13.75  ,  1.2375132511704
-13.5   ,  1.4888520538061
-13.25  ,  1.7352290577091
-13     ,  1.9882295074348
-12.75  ,  2.2349753044619
-12.5   ,  2.4864852388283
-12.25  ,  2.7366037244458
-12     ,  2.9859101899898
-11.75  ,  3.2361266116719
-11.5   ,  3.4847935574817
-11.25  ,  3.7353884551996
-11     ,  3.9853378168145
-10.75  ,  4.2340721863726
-10.5   ,  4.484965074875
-10.25  ,  4.7331693358044
-10     ,  4.9837851788972
-9.75   ,  5.2320747039936
-9.5    ,  5.4805923481848
-9.25   ,  5.7309173383314
-9      ,  5.9786638130543
-8.75   ,  6.2309342617696
-8.5    ,  6.4794374876863
-8.25   ,  6.727175067361
-8      ,  6.9782839648121
-7.75   ,  7.2269935038954
-7.5    ,  7.4783259731443
-7.25   ,  7.7252494921817
-7      ,  7.9759100130807
-6.75   ,  8.2236430858839
-6.5    ,  8.4732623873933
-6.25   ,  8.7203034412055
-6      ,  8.9709102526468
-5.75   ,  9.2184910272821
-5.5    ,  9.4669322116591
-5.25   ,  9.7156661526382
-5      ,  9.9635726928357
-4.75   ,  10.213081876511
-4.5    ,  10.461523873688
-4.25   ,  10.70934516121
-4      ,  10.957302552819
-3.75   ,  11.205063751337
-3.5    ,  11.453885754343
-3.25   ,  11.701324061035
-3      ,  11.947607612988
-2.75   ,  12.193277495041
-2.5    ,  12.441758291026
-2.25   ,  12.688942384869
-2      ,  12.935200751769
-1.75   ,  13.181330944914
-1.5    ,  13.42800544729
-1.25   ,  13.673779102379
-1      ,  13.918623739591
-0.75   ,  14.162421071535
-0.5    ,  14.405764001032
-0.25   ,  14.648855498609
0       ,  14.891723510629
0.25    ,  15.133833122162
0.5     ,  15.376339593142
0.75    ,  15.61595958099
1       ,  15.854968182029
1.25    ,  16.093235270505
1.5     ,  16.328477386964
1.75    ,  16.561935943022
2       ,  16.793308985519
2.25    ,  17.021898176625
2.5     ,  17.247263864684
2.75    ,  17.464481608471
3       ,  17.67496571517
3.25    ,  17.879432692055
3.5     ,  18.069316063714
3.75    ,  18.244974810294
4       ,  18.403461154674
4.25    ,  18.544295206924
4.5     ,  18.670544931531
4.75    ,  18.785274816745
5       ,  18.891903055066
5.25    ,  19.017316673731
5.5     ,  19.080852488413
5.75    ,  19.15730063202
6       ,  19.232673939234
6.25    ,  19.306088368017
6.5     ,  19.365712425231
6.75    ,  19.425212388293
7       ,  19.496957206115
7.25    ,  19.556637378389
7.5     ,  19.614705896528
7.75    ,  19.662692831956
8       ,  19.72733291269
8.25    ,  19.771161573551
8.5     ,  19.823946228381
8.75    ,  19.859598511567
9       ,  19.902149744014
9.25    ,  19.980044452618
9.5     ,  20.054395030263
9.75    ,  20.129744730423
10      ,  20.208589536335
