! (Pin, Pout) in dBm
! @ 5.015 GHz
-25     ,  -10.580074468397
-24.75  ,  -10.329915895535
-24.5   ,  -10.074133087677
-24.25  ,  -9.8174244324903
-24     ,  -9.5723106925817
-23.75  ,  -9.3233742619286
-23.5   ,  -9.0702724685711
-23.25  ,  -8.8217704855238
-23     ,  -8.5752212697828
-22.75  ,  -8.3217240148081
-22.5   ,  -8.0749111500877
-22.25  ,  -7.8259491160567
-22     ,  -7.5739369447447
-21.75  ,  -7.3224264346992
-21.5   ,  -7.0727762711311
-21.25  ,  -6.8277530967501
-21     ,  -6.5768542989562
-20.75  ,  -6.3289782102683
-20.5   ,  -6.0776853275884
-20.25  ,  -5.8273144062543
-20     ,  -5.576492458143
-19.75  ,  -5.3282262255306
-19.5   ,  -5.0803066931426
-19.25  ,  -4.829174547166
-19     ,  -4.5852385528101
-18.75  ,  -4.3316536229335
-18.5   ,  -4.0831018003268
-18.25  ,  -3.8286346570801
-18     ,  -3.5839091393864
-17.75  ,  -3.3310045788078
-17.5   ,  -3.0848844529637
-17.25  ,  -2.8375457931509
-17     ,  -2.5872427018046
-16.75  ,  -2.3329319771712
-16.5   ,  -2.0853562504734
-16.25  ,  -1.8380770351309
-16     ,  -1.5898158861928
-15.75  ,  -1.3385601732504
-15.5   ,  -1.0912848647786
-15.25  ,  -0.83995348684911
-15     ,  -0.58774687626333
-14.75  ,  -0.34123608806388
-14.5   ,  -0.092090231591394
-14.25  ,  0.15266991270653
-14     ,  0.40494629187585
-13.75  ,  0.65487524537778
-13.5   ,  0.89959389314027
-13.25  ,  1.1519972205344
-13     ,  1.3992935559838
-12.75  ,  1.6492914740099
-12.5   ,  1.8981131892037
-12.25  ,  2.1445890948094
-12     ,  2.3945505424261
-11.75  ,  2.6427785296042
-11.5   ,  2.8911293325631
-11.25  ,  3.1344737261083
-11     ,  3.3874091940656
-10.75  ,  3.6345407487707
-10.5   ,  3.8805988076021
-10.25  ,  4.1301101451536
-10     ,  4.376209561654
-9.75   ,  4.6219184894868
-9.5    ,  4.870594749269
-9.25   ,  5.1184208379647
-9      ,  5.3629700944974
-8.75   ,  5.6083538278092
-8.5    ,  5.8545294163332
-8.25   ,  6.1003102561513
-8      ,  6.3462625508695
-7.75   ,  6.5910835693267
-7.5    ,  6.8374590476024
-7.25   ,  7.0801982460397
-7      ,  7.3227718237816
-6.75   ,  7.5672915833643
-6.5    ,  7.8119746199157
-6.25   ,  8.0541303590223
-6      ,  8.2947238956828
-5.75   ,  8.5343422378325
-5.5    ,  8.776370863326
-5.25   ,  9.0152260646772
-5      ,  9.254248579991
-4.75   ,  9.49235566055
-4.5    ,  9.7293734506292
-4.25   ,  9.9637493733943
-4      ,  10.19824017068
-3.75   ,  10.430917125048
-3.5    ,  10.661143686671
-3.25   ,  10.890032990293
-3      ,  11.116962027164
-2.75   ,  11.339229591363
-2.5    ,  11.560058181635
-2.25   ,  11.77630359218
-2      ,  11.98701150739
-1.75   ,  12.192145461739
-1.5    ,  12.393726532103
-1.25   ,  12.587890064185
-1      ,  12.773710991302
-0.75   ,  12.94981152632
-0.5    ,  13.123699512392
-0.25   ,  13.291004573397
0       ,  13.439832056549
0.25    ,  13.591071723767
0.5     ,  13.725825880757
0.75    ,  13.859079544318
1       ,  13.985291356609
1.25    ,  14.107415298541
1.5     ,  14.228079941316
1.75    ,  14.34023789401
2       ,  14.449713230955
2.25    ,  14.552415071067
2.5     ,  14.655841266037
2.75    ,  14.756478391068
3       ,  14.845830436148
3.25    ,  14.936836201096
3.5     ,  15.030494741459
3.75    ,  15.120083244515
4       ,  15.20522854793
4.25    ,  15.289631452779
4.5     ,  15.365472988553
4.75    ,  15.448896076993
5       ,  15.520101592866
5.25    ,  15.646661733418
5.5     ,  15.729923660572
5.75    ,  15.809798218658
6       ,  15.899058084293
6.25    ,  15.957794050517
6.5     ,  16.007190824652
6.75    ,  16.064892777621
7       ,  16.128435438628
7.25    ,  16.187693694543
7.5     ,  16.249264019212
7.75    ,  16.308578498828
8       ,  16.368745321138
8.25    ,  16.428111378619
8.5     ,  16.495448120117
8.75    ,  16.549293266192
9       ,  16.612966663698
9.25    ,  16.667096953176
9.5     ,  16.726840021844
9.75    ,  16.771904300789
10      ,  16.832243619899
