! R&S PA Compression Test Version 1.6
! (C) 2016 Rohde & Schwarz North America
! 
! Fri Feb 04 01:34:17 2016
! 
! VNA INSTRUMENT INFO
! Connection:       TCPIP
! Address:          127.0.0.1
! Make:             Rohde & Schwarz
! Model:            ZVA
! Serial No:        1145101099999999
! Firmware Version: 3.60
! Min Frequency:    300 KHz
! Max Frequency:    8 GHz
! Number of Ports:  4
! Options:
!     ZVA-K7
!     ZVA-K17
!     ZVAB-SIM
!     ZVT8-B63
!     ZVT8-B64
!     ZVT8-B65
!     ZVT8-B66
!     ZVT8-B68
!     ZVA8-B16
!     ZVA8-B21
!     ZVA8-B22
!     ZVA8-B23
!     ZVA8-B24
!     ZVA8-B31
!     ZVA8-B32
!     ZVA8-B33
!     ZVA8-B34
!     ZVT8-B67
!     ZVA-B7
! 
! PULSED RF? No
! 
! SETTINGS
! Start Frequency:        500 MHz
! Stop Frequency:         6 GHz
! Frequency Points:       51
! IF BW:                  100 KHz
! 
! Start Power:            -20 dBm
! Stop Power:             10 dBm
! Power Points:           61
! Compression value:      1 dB
! Include gain expansion? Yes
! Stop at compression?    Yes
! Post Condition:         None
! 
! Channel:                1
! Input port:             1
! Output port:            2
! 
! 
Frequency_Hz,             Pin_dBm,                  Pin_deg,                  Pout_dBm,                 Pout_deg,                 S11_dB,                   S11_deg,                  S21_dB,                   S21_deg,                  S12_dB,                   S12_deg,                  S22_dB,                   S22_deg
1.160000000000000e+09,    -7.475696641918816e+00,   0.000000000000000e+00,    8.256246795664040e+00,    1.011707037703100e+02,    -1.598206312219667e+01,   -1.072160558866009e+02,   1.573194343758286e+01,    1.011707037703100e+02,    -2.319381220134344e+01,   -7.319661852263079e+01,   -2.529447552270659e+01,   8.222571913998674e+01
1.160000000000000e+09,    -7.007455106534685e+00,   0.000000000000000e+00,    8.733350382123568e+00,    1.011578824810306e+02,    -1.596389153748730e+01,   -1.071241540870135e+02,   1.574080548865825e+01,    1.011578824810306e+02,    -2.317101914909410e+01,   -7.292121156994791e+01,   -2.513669893730141e+01,   8.321862368805883e+01
1.160000000000000e+09,    -6.503366982369066e+00,   0.000000000000000e+00,    9.231256342288873e+00,    1.013217426121933e+02,    -1.597378542702195e+01,   -1.069834206130538e+02,   1.573462332465794e+01,    1.013217426121933e+02,    -2.317586948450418e+01,   -7.312603401803413e+01,   -2.498156721428775e+01,   8.392596682123008e+01
1.160000000000000e+09,    -5.984396214547225e+00,   0.000000000000000e+00,    9.716830992598169e+00,    1.011977900396246e+02,    -1.602659169748483e+01,   -1.070823681532972e+02,   1.570122720714539e+01,    1.011977900396246e+02,    -2.302328526665111e+01,   -7.285459989195827e+01,   -2.549102646077266e+01,   8.237647784118293e+01
1.160000000000000e+09,    -5.519849777245305e+00,   0.000000000000000e+00,    1.021061165791584e+01,    1.011584520478556e+02,    -1.599293284274303e+01,   -1.071277049388855e+02,   1.573046143516114e+01,    1.011584520478556e+02,    -2.322689423537402e+01,   -7.287608569642410e+01,   -2.576329414897735e+01,   8.645497790621278e+01
1.160000000000000e+09,    -5.063594872991565e+00,   0.000000000000000e+00,    1.068258101231253e+01,    1.011551737140146e+02,    -1.599465209562117e+01,   -1.072202842702266e+02,   1.574617588530410e+01,    1.011551737140146e+02,    -2.315763638960300e+01,   -7.362788901638055e+01,   -2.563943307282960e+01,   8.163864200422138e+01
1.160000000000000e+09,    -4.514896067841072e+00,   0.000000000000000e+00,    1.123491208380223e+01,    1.012216209725360e+02,    -1.602087109936213e+01,   -1.070284729660914e+02,   1.574980815164331e+01,    1.012216209725360e+02,    -2.316414281000065e+01,   -7.370626485627125e+01,   -2.554256423596173e+01,   7.999320576167305e+01
1.160000000000000e+09,    -4.029206087049808e+00,   0.000000000000000e+00,    1.173668589542011e+01,    1.011333042641593e+02,    -1.603586198104914e+01,   -1.071427768449003e+02,   1.576589198246992e+01,    1.011333042641593e+02,    -2.322889810449969e+01,   -7.327312309393346e+01,   -2.557898359391680e+01,   8.219866637399744e+01
1.160000000000000e+09,    -3.540476325929021e+00,   0.000000000000000e+00,    1.222558892768834e+01,    1.010651676370284e+02,    -1.605697809172938e+01,   -1.071971896865041e+02,   1.576606525361736e+01,    1.010651676370284e+02,    -2.313872420289232e+01,   -7.318823814188241e+01,   -2.536984180062919e+01,   8.415726002063447e+01
1.160000000000000e+09,    -3.058662461424071e+00,   0.000000000000000e+00,    1.266919608672326e+01,    1.010156160594727e+02,    -1.605089360755596e+01,   -1.071967574245657e+02,   1.572785854814733e+01,    1.010156160594727e+02,    -2.317447520973720e+01,   -7.339821498356400e+01,   -2.548137865433887e+01,   8.095501786847454e+01
1.160000000000000e+09,    -2.573746738356427e+00,   0.000000000000000e+00,    1.306814689247722e+01,    1.011379232003598e+02,    -1.608478038990717e+01,   -1.070340683859309e+02,   1.564189363083365e+01,    1.011379232003598e+02,    -2.330095389130377e+01,   -7.301368679539735e+01,   -2.590553698289246e+01,   8.430462264277406e+01
1.160000000000000e+09,    -2.090231881789052e+00,   0.000000000000000e+00,    1.339807409514344e+01,    1.013131212917721e+02,    -1.610281880224207e+01,   -1.069894722140433e+02,   1.548830597693249e+01,    1.013131212917721e+02,    -2.324307571256241e+01,   -7.295374996598488e+01,   -2.574282276955497e+01,   8.185569256176228e+01
1.160000000000000e+09,    -1.585389417493705e+00,   0.000000000000000e+00,    1.355446882736970e+01,    1.012053582964003e+02,    -1.612039934310203e+01,   -1.071346350531238e+02,   1.513985824486340e+01,    1.012053582964003e+02,    -2.321960183483441e+01,   -7.338428754325214e+01,   -2.566519626492924e+01,   8.313304516048981e+01
1.160000000000000e+09,    -1.112052100167659e+00,   0.000000000000000e+00,    1.309195011405720e+01,    1.006063452473224e+02,    -1.613781156246970e+01,   -1.071586085108169e+02,   1.420400221422486e+01,    1.006063452473224e+02,    -2.321111135338754e+01,   -7.337899847764758e+01,   -2.550068066643080e+01,   8.110141882047925e+01
1.270000000000000e+09,    -1.985832067881294e+01,   0.000000000000000e+00,    -4.189167568368715e+00,   9.507581045640040e+01,    -1.727364116873075e+01,   9.605874799343152e+01,    1.566915311044423e+01,    9.507581045640040e+01,    -2.325650569282118e+01,   -7.900991453326942e+01,   -1.142898292499598e+01,   -1.602530628260214e+02
1.270000000000000e+09,    -1.944691931146772e+01,   0.000000000000000e+00,    -3.680206531170455e+00,   9.456441434185378e+01,    -1.715613969424741e+01,   9.596841633397965e+01,    1.576671278029726e+01,    9.456441434185378e+01,    -2.315597282759471e+01,   -7.906538871979046e+01,   -1.175502840253769e+01,   -1.578930081489588e+02
1.270000000000000e+09,    -1.886067798837715e+01,   0.000000000000000e+00,    -3.197081728641734e+00,   9.422797440178066e+01,    -1.727506972736013e+01,   9.594043632188050e+01,    1.566359625973541e+01,    9.422797440178066e+01,    -2.312555890503680e+01,   -7.884709798952218e+01,   -1.094395438086420e+01,   -1.609394623063814e+02
1.270000000000000e+09,    -1.835533834883321e+01,   0.000000000000000e+00,    -2.738620741786457e+00,   9.442850607502587e+01,    -1.732391025611832e+01,   9.575419220290986e+01,    1.561671760704676e+01,    9.442850607502587e+01,    -2.328207550643781e+01,   -7.909039481008858e+01,   -1.164778231184363e+01,   -1.622663256634085e+02
1.270000000000000e+09,    -1.788815336242958e+01,   0.000000000000000e+00,    -2.228665145986634e+00,   9.435495253859152e+01,    -1.730585242320654e+01,   9.557687532165232e+01,    1.565948821644294e+01,    9.435495253859152e+01,    -2.324772870598160e+01,   -7.888408961060264e+01,   -1.145125713110310e+01,   -1.627830745395683e+02
1.270000000000000e+09,    -1.737719577660818e+01,   0.000000000000000e+00,    -1.727675121028692e+00,   9.454693287774245e+01,    -1.728490748656166e+01,   9.597917044697761e+01,    1.564952065557948e+01,    9.454693287774245e+01,    -2.329317560403971e+01,   -7.821923507875674e+01,   -1.152714868606511e+01,   -1.613535217585365e+02
1.270000000000000e+09,    -1.690840664060097e+01,   0.000000000000000e+00,    -1.176600162337586e+00,   9.454047391611000e+01,    -1.723014459863924e+01,   9.594314450583693e+01,    1.573180647826338e+01,    9.454047391611000e+01,    -2.327726553463218e+01,   -7.889049143528572e+01,   -1.136935886189772e+01,   -1.622171866865058e+02
1.270000000000000e+09,    -1.638311115990185e+01,   0.000000000000000e+00,    -6.604618336646553e-01,   9.430556543010636e+01,    -1.721494650604106e+01,   9.597328825108771e+01,    1.572264932623720e+01,    9.430556543010636e+01,    -2.324350355664183e+01,   -7.797449617904782e+01,   -1.126167860717435e+01,   -1.615881896062072e+02
1.270000000000000e+09,    -1.590111728027351e+01,   0.000000000000000e+00,    -1.980584472339384e-01,   9.428837678294438e+01,    -1.729079871570079e+01,   9.605086262974918e+01,    1.570305883303957e+01,    9.428837678294438e+01,    -2.326612727964836e+01,   -7.872913456448073e+01,   -1.101655866002850e+01,   -1.612641605219242e+02
1.270000000000000e+09,    -1.538830188391177e+01,   0.000000000000000e+00,    3.118831902789552e-01,    9.421084802483213e+01,    -1.722681715536530e+01,   9.563739382352595e+01,    1.570018507419072e+01,    9.421084802483213e+01,    -2.325574910748364e+01,   -7.860288883146929e+01,   -1.124875426743434e+01,   -1.615904174366653e+02
1.270000000000000e+09,    -1.493975648104956e+01,   0.000000000000000e+00,    7.906527916757540e-01,    9.484302285861530e+01,    -1.719977915839922e+01,   9.591215840735317e+01,    1.573040927272532e+01,    9.484302285861530e+01,    -2.325396360699439e+01,   -7.913564588629883e+01,   -1.129312721040410e+01,   -1.645938992100626e+02
1.270000000000000e+09,    -1.443972603923395e+01,   0.000000000000000e+00,    1.286684001709554e+00,    9.455698461436268e+01,    -1.717680442716095e+01,   9.587728380327326e+01,    1.572641004094351e+01,    9.455698461436268e+01,    -2.316459346668883e+01,   -7.886357844800419e+01,   -1.094958834883473e+01,   -1.631908780258114e+02
1.270000000000000e+09,    -1.390635578910982e+01,   0.000000000000000e+00,    1.772271798008088e+00,    9.477937170232896e+01,    -1.724290806413876e+01,   9.630165702546280e+01,    1.567862758711791e+01,    9.477937170232896e+01,    -2.326032849434771e+01,   -7.861981274939826e+01,   -1.130462896628801e+01,   -1.626955121404869e+02
1.270000000000000e+09,    -1.340053411280601e+01,   0.000000000000000e+00,    2.269002689018317e+00,    9.444611592244355e+01,    -1.725288337931871e+01,   9.610163599558435e+01,    1.566953680182433e+01,    9.444611592244355e+01,    -2.327952853030805e+01,   -7.865252012274111e+01,   -1.122521017810884e+01,   -1.629024122185542e+02
1.270000000000000e+09,    -1.287621042382757e+01,   0.000000000000000e+00,    2.792267152898695e+00,    9.443572455216352e+01,    -1.727228314883195e+01,   9.583421271340524e+01,    1.566847757672627e+01,    9.443572455216352e+01,    -2.319775560655449e+01,   -7.868793087363839e+01,   -1.137594308676746e+01,   -1.642623623087136e+02
1.270000000000000e+09,    -1.240352457987369e+01,   0.000000000000000e+00,    3.303258770964122e+00,    9.431352068391416e+01,    -1.725641080408023e+01,   9.594319413032986e+01,    1.570678335083781e+01,    9.431352068391416e+01,    -2.324629044072900e+01,   -7.875008884991861e+01,   -1.110568466626770e+01,   -1.630194502855558e+02
1.270000000000000e+09,    -1.191461145634524e+01,   0.000000000000000e+00,    3.767147279306887e+00,    9.457103144984698e+01,    -1.725092472835549e+01,   9.589036529945633e+01,    1.568175873565213e+01,    9.457103144984698e+01,    -2.322464221547641e+01,   -7.831846137469438e+01,   -1.135597264496172e+01,   -1.623545894965816e+02
1.270000000000000e+09,    -1.143118319189892e+01,   0.000000000000000e+00,    4.258473673499665e+00,    9.446885427538916e+01,    -1.725447436163864e+01,   9.595262804928559e+01,    1.568965686539858e+01,    9.446885427538916e+01,    -2.328810322465394e+01,   -7.894935179778851e+01,   -1.125447358504370e+01,   -1.629990131328856e+02
1.270000000000000e+09,    -1.095523450597269e+01,   0.000000000000000e+00,    4.748392019113046e+00,    9.447442498141774e+01,    -1.722643483940834e+01,   9.580158469481204e+01,    1.570362652508574e+01,    9.447442498141774e+01,    -2.327543678184946e+01,   -7.846158073433719e+01,   -1.121316397243664e+01,   -1.633799150063670e+02
1.270000000000000e+09,    -1.045316001875700e+01,   0.000000000000000e+00,    5.248969740281026e+00,    9.449118869850619e+01,    -1.725496341822050e+01,   9.589845479065744e+01,    1.570212975903803e+01,    9.449118869850619e+01,    -2.330309712933062e+01,   -7.850617122996901e+01,   -1.124559639268585e+01,   -1.632806335941716e+02
1.270000000000000e+09,    -9.954461198655032e+00,   0.000000000000000e+00,    5.731103014241086e+00,    9.430633934486563e+01,    -1.726275261244105e+01,   9.589399864439315e+01,    1.568556421289612e+01,    9.430633934486563e+01,    -2.323029919183828e+01,   -7.887394869731631e+01,   -1.123942588802378e+01,   -1.632597103722215e+02
1.270000000000000e+09,    -9.419198976664688e+00,   0.000000000000000e+00,    6.232125456531007e+00,    9.446329799042282e+01,    -1.728199593591713e+01,   9.589038950241796e+01,    1.565132443319570e+01,    9.446329799042282e+01,    -2.324439457299448e+01,   -7.852564715916148e+01,   -1.132277586512432e+01,   -1.626862545297016e+02
1.270000000000000e+09,    -8.936140938973487e+00,   0.000000000000000e+00,    6.745425352119753e+00,    9.426199411332090e+01,    -1.725692015737196e+01,   9.581987323313955e+01,    1.568156629109324e+01,    9.426199411332090e+01,    -2.324750103850011e+01,   -7.864447803298293e+01,   -1.119174995598585e+01,   -1.638701886907593e+02
1.270000000000000e+09,    -8.424567656957159e+00,   0.000000000000000e+00,    7.239072098247476e+00,    9.425318167047131e+01,    -1.730926006156536e+01,   9.587656231261255e+01,    1.566363975520463e+01,    9.425318167047131e+01,    -2.326600603408254e+01,   -7.866808455483957e+01,   -1.114941399885865e+01,   -1.630338975115881e+02
1.270000000000000e+09,    -7.972709830285957e+00,   0.000000000000000e+00,    7.723943446585915e+00,    9.429510882186040e+01,    -1.726128192794143e+01,   9.597018596015114e+01,    1.569665327687187e+01,    9.429510882186040e+01,    -2.326428645311903e+01,   -7.825496290396711e+01,   -1.112603832890318e+01,   -1.628299795993053e+02
1.270000000000000e+09,    -7.429372478135683e+00,   0.000000000000000e+00,    8.223027723844485e+00,    9.439953028595951e+01,    -1.731325226525582e+01,   9.582366356715551e+01,    1.565240020198017e+01,    9.439953028595951e+01,    -2.327628844134098e+01,   -7.846121582105187e+01,   -1.103356189322269e+01,   -1.629273646156977e+02
1.270000000000000e+09,    -6.976265455261647e+00,   0.000000000000000e+00,    8.697813245787163e+00,    9.426373727756710e+01,    -1.729169565993250e+01,   9.587050787329416e+01,    1.567407870104881e+01,    9.426373727756710e+01,    -2.323616757957895e+01,   -7.841794570323695e+01,   -1.111988838339987e+01,   -1.626349271217648e+02
1.270000000000000e+09,    -6.467502513650992e+00,   0.000000000000000e+00,    9.194490140284394e+00,    9.428826332180323e+01,    -1.730998469190261e+01,   9.599880836084363e+01,    1.566199265393539e+01,    9.428826332180323e+01,    -2.328983990709320e+01,   -7.831386923190030e+01,   -1.111525607110931e+01,   -1.626127630258008e+02
1.270000000000000e+09,    -6.000417004547280e+00,   0.000000000000000e+00,    9.661384285106191e+00,    9.422311656492101e+01,    -1.728794904115413e+01,   9.577306036041865e+01,    1.566180128965347e+01,    9.422311656492101e+01,    -2.325384654806101e+01,   -7.926426123686400e+01,   -1.112536228103793e+01,   -1.630318258712138e+02
1.270000000000000e+09,    -5.514729735257944e+00,   0.000000000000000e+00,    1.015447595486464e+01,    9.426694398389198e+01,    -1.731958377571515e+01,   9.589312680112442e+01,    1.566920569012258e+01,    9.426694398389198e+01,    -2.326051376485029e+01,   -7.827414066255521e+01,   -1.104599607357366e+01,   -1.630726223466440e+02
1.270000000000000e+09,    -5.018325384187904e+00,   0.000000000000000e+00,    1.064351923546135e+01,    9.421891348432328e+01,    -1.733935184206049e+01,   9.590229059892053e+01,    1.566184461964925e+01,    9.421891348432328e+01,    -2.347912757770463e+01,   -7.856935480098768e+01,   -1.114933917480519e+01,   -1.628101936021457e+02
1.270000000000000e+09,    -4.493896219179057e+00,   0.000000000000000e+00,    1.120265467536220e+01,    9.427655917372697e+01,    -1.732265266626002e+01,   9.616781649898002e+01,    1.569655089454126e+01,    9.427655917372697e+01,    -2.328257877959640e+01,   -7.863247406390850e+01,   -1.110902869706814e+01,   -1.631718409370612e+02
1.270000000000000e+09,    -4.004360537335486e+00,   0.000000000000000e+00,    1.170009319229786e+01,    9.411931513374745e+01,    -1.735879048655549e+01,   9.600927440555326e+01,    1.570445372963335e+01,    9.411931513374745e+01,    -2.326555304766126e+01,   -7.871210516164587e+01,   -1.119710808782276e+01,   -1.627473397125799e+02
1.270000000000000e+09,    -3.489362377463330e+00,   0.000000000000000e+00,    1.219820778986108e+01,    9.409646544672462e+01,    -1.737653034112381e+01,   9.598867404997416e+01,    1.568757016732441e+01,    9.409646544672462e+01,    -2.327283358892661e+01,   -7.858380509519901e+01,   -1.115164768120549e+01,   -1.628255105134553e+02
1.270000000000000e+09,    -3.028462145094544e+00,   0.000000000000000e+00,    1.263840262528660e+01,    9.397134929552443e+01,    -1.738378600412776e+01,   9.580025322627932e+01,    1.566686477038115e+01,    9.397134929552443e+01,    -2.321772572616517e+01,   -7.902134872479796e+01,   -1.112726101615180e+01,   -1.628623899189934e+02
1.270000000000000e+09,    -2.538286661719901e+00,   0.000000000000000e+00,    1.303949502578669e+01,    9.412237056218009e+01,    -1.740818833483021e+01,   9.590601820827683e+01,    1.557778168750659e+01,    9.412237056218009e+01,    -2.323515939858916e+01,   -7.842425713376544e+01,   -1.113880157120600e+01,   -1.624367576954598e+02
1.270000000000000e+09,    -2.051398210721970e+00,   0.000000000000000e+00,    1.337040221323785e+01,    9.418032737346643e+01,    -1.744367524450452e+01,   9.593643387789616e+01,    1.542180042395982e+01,    9.418032737346643e+01,    -2.324535459486466e+01,   -7.864280205683269e+01,   -1.109280057023417e+01,   -1.628008047249057e+02
1.270000000000000e+09,    -1.546539544020220e+00,   0.000000000000000e+00,    1.364991648963102e+01,    9.451104675034712e+01,    -1.746737201621307e+01,   9.592515999634333e+01,    1.519645603365124e+01,    9.451104675034712e+01,    -2.333368883047012e+01,   -7.842447539001459e+01,   -1.118748943074405e+01,   -1.629767826059711e+02
1.270000000000000e+09,    -1.087610096233679e+00,   0.000000000000000e+00,    1.386510905625898e+01,    9.505298273881252e+01,    -1.748223179106389e+01,   9.601810806946627e+01,    1.495271915249266e+01,    9.505298273881252e+01,    -2.328647166102441e+01,   -7.853701663333584e+01,   -1.109978741522146e+01,   -1.628658167980373e+02
1.270000000000000e+09,    -5.578231338851012e-01,   0.000000000000000e+00,    1.315630808632966e+01,    9.803091677868537e+01,    -1.753486985099589e+01,   9.594821529186898e+01,    1.371413122021476e+01,    9.803091677868537e+01,    -2.332922805662133e+01,   -7.817818586613438e+01,   -1.112204664386883e+01,   -1.631406296071952e+02
1.380000000000000e+09,    -1.982478071867589e+01,   0.000000000000000e+00,    -4.127393050555892e+00,   8.686676541379352e+01,    -1.656379556273391e+01,   -7.493361859857475e+01,   1.569738766812000e+01,    8.686676541379352e+01,    -2.327066566514569e+01,   -8.615494461162375e+01,   -1.613401578017781e+01,   2.540445344291527e+01
1.380000000000000e+09,    -1.935219177592457e+01,   0.000000000000000e+00,    -3.646911425072933e+00,   8.723544932166210e+01,    -1.653166946762487e+01,   -7.456952982198527e+01,   1.570528035085164e+01,    8.723544932166210e+01,    -2.355395892169851e+01,   -8.478725849220476e+01,   -1.682589350213666e+01,   3.311947794271079e+01
1.380000000000000e+09,    -1.880192235617123e+01,   0.000000000000000e+00,    -3.156315486492279e+00,   8.676066599551405e+01,    -1.661623367263116e+01,   -7.488742050404048e+01,   1.564560686967895e+01,    8.676066599551405e+01,    -2.334158784084604e+01,   -8.493343295866723e+01,   -1.602817503638431e+01,   3.227808705124022e+01
1.380000000000000e+09,    -1.829836781549211e+01,   0.000000000000000e+00,    -2.671271459020838e+00,   8.690019692655359e+01,    -1.658503846932360e+01,   -7.481434633263538e+01,   1.562709635647127e+01,    8.690019692655359e+01,    -2.332298228702156e+01,   -8.456502478392349e+01,   -1.625451802071088e+01,   3.140993509793581e+01
1.380000000000000e+09,    -1.783022798286014e+01,   0.000000000000000e+00,    -2.176182236929154e+00,   8.664164068206547e+01,    -1.653897480813691e+01,   -7.500324505251130e+01,   1.565404574593099e+01,    8.664164068206547e+01,    -2.333502253839612e+01,   -8.527080016376830e+01,   -1.695749037030539e+01,   3.445203373162073e+01
1.380000000000000e+09,    -1.727997244667502e+01,   0.000000000000000e+00,    -1.685700622864861e+00,   8.680729483411994e+01,    -1.671160282881377e+01,   -7.504170870342125e+01,   1.559427182381016e+01,    8.680729483411994e+01,    -2.333625649107791e+01,   -8.501092313731831e+01,   -1.694435224170659e+01,   3.066905771322800e+01
1.380000000000000e+09,    -1.677587439796039e+01,   0.000000000000000e+00,    -1.151897892818720e+00,   8.729556762296488e+01,    -1.664684949326852e+01,   -7.439367150732699e+01,   1.562397650514167e+01,    8.729556762296488e+01,    -2.335668863609621e+01,   -8.413212551810774e+01,   -1.709199022862622e+01,   2.979998316416654e+01
1.380000000000000e+09,    -1.630670382927311e+01,   0.000000000000000e+00,    -6.304574336888464e-01,   8.700113857750519e+01,    -1.660414174502598e+01,   -7.464327802617018e+01,   1.567624639558426e+01,    8.700113857750519e+01,    -2.335626215894409e+01,   -8.473483536984362e+01,   -1.708199877486481e+01,   2.856072225262552e+01
1.380000000000000e+09,    -1.580969260647333e+01,   0.000000000000000e+00,    -1.475944027824276e-01,   8.684144261207230e+01,    -1.663095044991873e+01,   -7.459826447902708e+01,   1.566209820369091e+01,    8.684144261207230e+01,    -2.327053630879824e+01,   -8.435142729138383e+01,   -1.656571090550574e+01,   2.345959052094819e+01
1.380000000000000e+09,    -1.530999306051653e+01,   0.000000000000000e+00,    3.553543083698738e-01,    8.679307097314295e+01,    -1.661691049538418e+01,   -7.474089220629598e+01,   1.566534736888640e+01,    8.679307097314295e+01,    -2.325022018253701e+01,   -8.494851749555590e+01,   -1.657503762752473e+01,   2.573910470229774e+01
1.380000000000000e+09,    -1.487704426121381e+01,   0.000000000000000e+00,    8.430053801146755e-01,    8.710577504898674e+01,    -1.652688010350631e+01,   -7.443229236154413e+01,   1.572004964132849e+01,    8.710577504898674e+01,    -2.330311843741076e+01,   -8.499397093636392e+01,   -1.633137014017288e+01,   3.035778412027904e+01
1.380000000000000e+09,    -1.436054967803313e+01,   0.000000000000000e+00,    1.347558549177975e+00,    8.674190788700756e+01,    -1.655252693625205e+01,   -7.493847750443807e+01,   1.570810822721111e+01,    8.674190788700756e+01,    -2.330319761553415e+01,   -8.432486381848851e+01,   -1.621044283609664e+01,   2.756725823680632e+01
1.380000000000000e+09,    -1.384433510301654e+01,   0.000000000000000e+00,    1.822524593770369e+00,    8.679244100793966e+01,    -1.664538100803164e+01,   -7.487966393054248e+01,   1.566685969678691e+01,    8.679244100793966e+01,    -2.328095914989749e+01,   -8.471252594323794e+01,   -1.640526036796380e+01,   2.738150804867501e+01
1.380000000000000e+09,    -1.334832738903579e+01,   0.000000000000000e+00,    2.316930850370634e+00,    8.702548854457595e+01,    -1.661434594567999e+01,   -7.478556670981658e+01,   1.566525823940642e+01,    8.702548854457595e+01,    -2.327875990346104e+01,   -8.495848576711280e+01,   -1.668507898546394e+01,   2.452120807759325e+01
1.380000000000000e+09,    -1.284154225576819e+01,   0.000000000000000e+00,    2.839001476999936e+00,    8.675466927693242e+01,    -1.656306844192671e+01,   -7.496842297139767e+01,   1.568054373276813e+01,    8.675466927693242e+01,    -2.330051317363840e+01,   -8.457675388902813e+01,   -1.649838359187200e+01,   2.523122827487859e+01
1.380000000000000e+09,    -1.231406784987037e+01,   0.000000000000000e+00,    3.338797850873270e+00,    8.689355978796543e+01,    -1.664212321736362e+01,   -7.475925512832968e+01,   1.565286570074364e+01,    8.689355978796543e+01,    -2.329822294029359e+01,   -8.473888701926968e+01,   -1.676441692196821e+01,   2.786385829406856e+01
1.380000000000000e+09,    -1.185350101658697e+01,   0.000000000000000e+00,    3.811984911482629e+00,    8.680534962725849e+01,    -1.663389179622110e+01,   -7.490951729517961e+01,   1.566548592806960e+01,    8.680534962725849e+01,    -2.334062533813938e+01,   -8.463411170259994e+01,   -1.629002516655045e+01,   2.815096002460961e+01
1.380000000000000e+09,    -1.131433046690395e+01,   0.000000000000000e+00,    4.327171996547744e+00,    8.654882084581764e+01,    -1.665624580672895e+01,   -7.521054951769020e+01,   1.564150246345169e+01,    8.654882084581764e+01,    -2.336594129217266e+01,   -8.463885266655757e+01,   -1.655842737254899e+01,   2.575100425979305e+01
1.380000000000000e+09,    -1.084128497814513e+01,   0.000000000000000e+00,    4.795464022125724e+00,    8.667929707193954e+01,    -1.663309945585461e+01,   -7.493972867332225e+01,   1.563674900027086e+01,    8.667929707193954e+01,    -2.335188602892300e+01,   -8.479961252511060e+01,   -1.641644276154800e+01,   2.772348293099438e+01
1.380000000000000e+09,    -1.032328124008760e+01,   0.000000000000000e+00,    5.302608117217416e+00,    8.681936305734743e+01,    -1.666760703336422e+01,   -7.499886444382625e+01,   1.562588935730502e+01,    8.681936305734743e+01,    -2.335861508624825e+01,   -8.435259880108391e+01,   -1.654482512946227e+01,   2.770490549605695e+01
1.380000000000000e+09,    -9.878900031359073e+00,   0.000000000000000e+00,    5.771171730913267e+00,    8.676803508147178e+01,    -1.662472595017976e+01,   -7.474034029908888e+01,   1.565007176227234e+01,    8.676803508147178e+01,    -2.336419025872120e+01,   -8.456417254530534e+01,   -1.654501772893689e+01,   2.792828575160892e+01
1.380000000000000e+09,    -9.385584109629953e+00,   0.000000000000000e+00,    6.268155019655067e+00,    8.668315050239595e+01,    -1.663839945315217e+01,   -7.526076428717330e+01,   1.565373912928502e+01,    8.668315050239595e+01,    -2.328653873819941e+01,   -8.460060564858351e+01,   -1.639756456407365e+01,   2.686810383175485e+01
1.380000000000000e+09,    -8.824244687037428e+00,   0.000000000000000e+00,    6.814995095346299e+00,    8.675835316186165e+01,    -1.664453005340226e+01,   -7.506203802041003e+01,   1.563923978238373e+01,    8.675835316186165e+01,    -2.335196204119583e+01,   -8.475925414425984e+01,   -1.654961828008121e+01,   2.664122874586617e+01
1.380000000000000e+09,    -8.315239791161005e+00,   0.000000000000000e+00,    7.307354717978694e+00,    8.663382791229469e+01,    -1.667436480406921e+01,   -7.503484467331671e+01,   1.562259450913970e+01,    8.663382791229469e+01,    -2.332362294680994e+01,   -8.442823845718959e+01,   -1.637631790843362e+01,   2.791629959922844e+01
1.380000000000000e+09,    -7.843027377346800e+00,   0.000000000000000e+00,    7.786789494203974e+00,    8.656009917564296e+01,    -1.667596891815479e+01,   -7.516980419310016e+01,   1.562981687155077e+01,    8.656009917564296e+01,    -2.332925498724004e+01,   -8.446058276952448e+01,   -1.655734126271521e+01,   2.633456174888706e+01
1.380000000000000e+09,    -7.389862401914797e+00,   0.000000000000000e+00,    8.259285537451866e+00,    8.656328956453646e+01,    -1.663454109768007e+01,   -7.515624873198968e+01,   1.564914793936666e+01,    8.656328956453646e+01,    -2.332742699737775e+01,   -8.480261725741866e+01,   -1.648259988485231e+01,   2.700240364800585e+01
1.380000000000000e+09,    -6.885432706254839e+00,   0.000000000000000e+00,    8.742704238826347e+00,    8.659164276428142e+01,    -1.666106795506338e+01,   -7.505761777209507e+01,   1.562813694508119e+01,    8.659164276428142e+01,    -2.331333160169020e+01,   -8.473311274601477e+01,   -1.662885817170851e+01,   2.806421773846428e+01
1.380000000000000e+09,    -6.393531569803699e+00,   0.000000000000000e+00,    9.237785957573589e+00,    8.665312643994250e+01,    -1.668733120608849e+01,   -7.510258723655602e+01,   1.563131752737729e+01,    8.665312643994250e+01,    -2.331684711433494e+01,   -8.470447925012382e+01,   -1.644458360990601e+01,   2.835247641415024e+01
