!CSV A.01.01
!Agilent Technologies,N5241A,MY52011414,A.09.80.16
!Date: Friday, February, 27, 2015 18:02:12
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",201,,,,,,,
"Num Power Points:",21,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2,
<Hz>,<LogMag (dB)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<LogMag (dB)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<Real (U)>,<Real (U)>
2.141e+009,-22.5752,-7.68808,29.2154,-26.0892,46.2874,57.2967,17.072,83.3858,0.334817,-4.04901,0,0
2.141e+009,-23.4328,-23.1672,30.079,-24.9451,46.9899,56.6435,16.9109,81.5887,0.173728,-5.8462,0,0
2.141e+009,-23.1627,-43.9761,30.9446,-23.5585,47.5616,55.8902,16.617,79.4487,-0.120127,-7.9861,0,0
2.141e+009,-21.5966,-58.8696,31.7961,-22.6815,47.988,54.7515,16.1919,77.433,-0.545252,-10.0018,0,0
2.141e+009,-19.8606,-66.3031,32.6363,-20.913,48.3058,54.5849,15.6695,75.4979,-1.06762,-11.9369,0,0
2.141e+009,-18.3381,-70.4809,33.5015,-19.8653,48.5591,53.8398,15.0575,73.705,-1.67962,-13.7298,0,0
2.141e+009,-17.0572,-73.5474,34.3646,-18.3039,48.7606,53.5324,14.3961,71.8363,-2.34109,-15.5985,0,0
2.141e+009,-15.9959,-76.2029,35.2294,-16.8328,48.9157,53.1342,13.6863,69.967,-3.05088,-17.4679,0,0
2.141e+009,-15.075,-78.6155,36.1036,-15.6467,49.0349,52.5461,12.9314,68.1929,-3.80578,-19.242,0,0
2.141e+009,-14.2981,-81.0691,36.9644,-14.647,49.1104,51.7577,12.1459,66.4046,-4.59124,-21.0302,0,0
2.142e+009,-17.5884,16.5345,19.8737,-53.5372,36.74,32.899,16.8664,86.4362,0,0,0,0
2.142e+009,-17.817,15.9104,20.7275,-52.0348,37.6479,34.5156,16.9205,86.5504,0.0541165,0.114217,0,0
2.142e+009,-18.0624,14.9948,21.5566,-51.3738,38.5457,34.979,16.9891,86.3527,0.122707,-0.0834873,0,0
2.142e+009,-18.3302,13.9775,22.4068,-49.8619,39.4494,36.4704,17.0425,86.3322,0.176183,-0.103977,0,0
2.142e+009,-18.6934,13.1325,23.2579,-48.9265,40.3537,37.3256,17.0958,86.2522,0.229437,-0.184044,0,0
2.142e+009,-19.0313,11.9191,24.0679,-47.6841,41.2385,38.3462,17.1706,86.0303,0.304247,-0.405862,0,0
2.142e+009,-19.482,10.5186,24.9425,-46.6202,42.1353,39.2348,17.1928,85.8551,0.326452,-0.581161,0,0
2.142e+009,-19.9656,8.71465,25.7872,-45.2236,43.0485,40.302,17.2613,85.5257,0.394938,-0.910553,0,0
2.142e+009,-20.5129,6.21896,26.6424,-43.8358,43.9405,41.2033,17.2981,85.0391,0.431746,-1.3971,0,0
2.142e+009,-21.1601,2.99901,27.4883,-42.6093,44.8074,41.8882,17.3192,84.4975,0.452793,-1.93873,0,0
2.142e+009,-21.9278,-2.21254,28.3469,-41.4994,45.6352,42.1642,17.2883,83.6636,0.421952,-2.77261,0,0
2.142e+009,-22.8246,-11.111,29.1987,-39.937,46.428,42.4568,17.2293,82.3938,0.3629,-4.04244,0,0
2.142e+009,-23.5744,-26.8325,30.0409,-39.0015,47.1164,41.6518,17.0755,80.6534,0.209165,-5.78283,0,0
2.142e+009,-23.1699,-47.3982,30.8996,-37.9381,47.6894,40.6642,16.7898,78.6024,-0.0765459,-7.83386,0,0
2.142e+009,-21.5172,-61.969,31.7633,-36.3882,48.129,40.1445,16.3657,76.5327,-0.500662,-9.90353,0,0
2.142e+009,-19.7167,-69.0928,32.6145,-35.0148,48.4522,39.5786,15.8378,74.5933,-1.0286,-11.8429,0,0
2.142e+009,-18.1922,-72.8664,33.4783,-33.591,48.7069,39.1706,15.2286,72.7616,-1.63777,-13.6746,0,0
2.142e+009,-16.9303,-75.6003,34.3383,-32.6426,48.9082,38.3074,14.5699,70.95,-2.29645,-15.4862,0,0
2.142e+009,-15.8544,-78.072,35.2106,-31.1876,49.0669,37.8615,13.8563,69.0491,-3.01008,-17.3871,0,0
2.142e+009,-14.9617,-80.3402,36.0629,-29.5467,49.1817,37.6988,13.1189,67.2455,-3.74751,-19.1907,0,0
2.142e+009,-14.1809,-82.6336,36.9363,-29.0333,49.2589,36.4681,12.3226,65.5014,-4.54379,-20.9348,0,0
2.143e+009,-17.7526,14.978,19.8847,-67.1741,36.8536,18.8369,16.9688,86.011,0,0,0,0
2.143e+009,-18.0104,14.0732,20.7395,-66.0646,37.7422,19.9661,17.0027,86.0307,0.0338758,0.0197478,0,0
2.143e+009,-18.2781,13.033,21.6075,-64.9639,38.661,20.955,17.0535,85.919,0.0846746,-0.0919703,0,0
2.143e+009,-18.5731,12.2695,22.429,-64.101,39.5601,21.8286,17.1311,85.9296,0.162261,-0.0813771,0,0
2.143e+009,-18.8778,11.1274,23.2701,-62.8448,40.449,23.0167,17.1789,85.8615,0.210069,-0.149433,0,0
2.143e+009,-19.2759,9.83773,24.1232,-61.8425,41.3579,23.7672,17.2347,85.6097,0.26582,-0.401276,0,0
2.143e+009,-19.6827,8.32176,24.9541,-60.3157,42.2491,24.9525,17.295,85.2682,0.32616,-0.742765,0,0
2.143e+009,-20.1762,6.41145,25.8097,-59.4797,43.1422,25.628,17.3325,85.1077,0.363661,-0.90324,0,0
2.143e+009,-20.7328,3.7075,26.6751,-57.7991,44.0393,26.7829,17.3642,84.582,0.395317,-1.42898,0,0
2.143e+009,-21.3788,0.333053,27.5192,-56.7134,44.9022,27.2897,17.383,84.0031,0.414163,-2.00784,0,0
2.143e+009,-22.1072,-4.97673,28.3546,-55.5451,45.7315,27.6137,17.3768,83.1588,0.407954,-2.85213,0,0
2.143e+009,-22.9539,-14.387,29.2052,-53.7485,46.5163,28.1717,17.311,81.9202,0.342169,-4.09072,0,0
2.143e+009,-23.6244,-30.6145,30.0622,-53.3446,47.2093,26.8418,17.1471,80.1864,0.178292,-5.82452,0,0
2.143e+009,-23.0074,-51.0246,30.9364,-51.5639,47.7891,26.4581,16.8527,78.022,-0.1161,-7.98896,0,0
2.143e+009,-21.2858,-64.5537,31.7917,-50.4727,48.219,25.5072,16.4273,75.9799,-0.541535,-10.031,0,0
2.143e+009,-19.5381,-70.9874,32.6494,-49.2006,48.5404,24.8886,15.891,74.0892,-1.07783,-11.9218,0,0
2.143e+009,-18.0831,-74.436,33.4945,-47.9956,48.7887,24.2651,15.2942,72.2607,-1.67461,-13.7503,0,0
2.143e+009,-16.8205,-77.0466,34.3672,-46.3913,48.9909,23.9638,14.6237,70.3551,-2.34517,-15.6558,0,0
2.143e+009,-15.7815,-79.3449,35.2298,-45.1422,49.1472,23.3683,13.9173,68.5105,-3.05153,-17.5004,0,0
2.143e+009,-14.9077,-81.527,36.0822,-44.1689,49.2613,22.5717,13.179,66.7406,-3.78982,-19.2704,0,0
2.143e+009,-14.1298,-83.7975,36.9568,-42.4119,49.3388,22.5356,12.3819,64.9475,-4.58691,-21.0635,0,0
2.144e+009,-18.1728,12.4241,19.8749,-81.1938,36.6989,2.67517,16.824,83.869,0,0,0,0
2.144e+009,-18.4017,11.6834,20.7217,-80.0697,37.5996,3.87758,16.8779,83.9473,0.0539162,0.0782674,0,0
2.144e+009,-18.6857,10.4136,21.5937,-79.1611,38.5175,4.70471,16.9238,83.8658,0.0997836,-0.00322611,0,0
2.144e+009,-19.0017,9.41727,22.4411,-77.8115,39.4331,5.83183,16.992,83.6433,0.16799,-0.225732,0,0
2.144e+009,-19.3579,8.3059,23.2718,-76.6868,40.32,6.91022,17.0482,83.597,0.22421,-0.272002,0,0
2.144e+009,-19.7293,6.78588,24.0964,-75.7173,41.2028,7.70743,17.1064,83.4247,0.282411,-0.444312,0,0
2.144e+009,-20.1761,4.89881,24.9645,-74.3157,42.1188,8.73905,17.1543,83.0548,0.330266,-0.814249,0,0
2.144e+009,-20.6947,2.91534,25.8095,-73.3647,43.0129,9.51119,17.2034,82.8758,0.379344,-0.993171,0,0
2.144e+009,-21.2853,0.0731136,26.68,-71.9911,43.9085,10.4409,17.2285,82.432,0.404504,-1.43707,0,0
2.144e+009,-21.9314,-3.81445,27.5156,-70.4857,44.77,11.3629,17.2544,81.8487,0.430358,-2.02035,0,0
2.144e+009,-22.6806,-10.007,28.3722,-69.9574,45.609,10.9989,17.2369,80.9563,0.412841,-2.91275,0,0
2.144e+009,-23.495,-20.1896,29.2016,-68.0126,46.3748,11.7185,17.1733,79.7311,0.34924,-4.13793,0,0
2.144e+009,-23.9498,-37.7458,30.0694,-66.8178,47.0744,11.0947,17.005,77.9125,0.181016,-5.9565,0,0
2.144e+009,-23.0506,-58.0361,30.9308,-66.012,47.6467,9.83584,16.7159,75.8478,-0.108114,-8.02121,0,0
2.144e+009,-21.1496,-70.6435,31.7892,-64.6084,48.0785,9.10552,16.2893,73.7139,-0.534712,-10.1551,0,0
2.144e+009,-19.3755,-76.0775,32.64,-62.9983,48.3996,8.86043,15.7596,71.8587,-1.06439,-12.0103,0,0
2.144e+009,-17.8875,-79.0377,33.5076,-61.5053,48.6508,8.45157,15.1431,69.9569,-1.68089,-13.9122,0,0
2.144e+009,-16.6603,-81.207,34.364,-60.2096,48.8493,7.90419,14.4853,68.1138,-2.33873,-15.7552,0,0
2.144e+009,-15.6216,-83.2252,35.2213,-59.2707,49.0055,6.97127,13.7842,66.242,-3.03982,-17.627,0,0
2.144e+009,-14.7363,-85.1955,36.0913,-57.8265,49.1207,6.59459,13.0295,64.4211,-3.79457,-19.4479,0,0
2.144e+009,-13.9762,-87.2131,36.9495,-56.5944,49.1965,6.06675,12.247,62.6611,-4.577,-21.2079,0,0
2.145e+009,-18.2929,10.0695,19.8889,-95.4492,36.7776,-10.3836,16.8887,85.0656,0,0,0,0
2.145e+009,-18.5094,9.22246,20.7332,-94.1083,37.6728,-9.00689,16.9395,85.1014,0.0508182,0.0358344,0,0
2.145e+009,-18.7745,7.93528,21.617,-93.2509,38.6004,-8.31662,16.9835,84.9342,0.0947735,-0.13134,0,0
2.145e+009,-19.114,6.92309,22.4602,-91.9571,39.501,-6.97893,17.0408,84.9781,0.152106,-0.0874338,0,0
2.145e+009,-19.4241,5.67762,23.2743,-90.4953,40.3924,-5.65099,17.1182,84.8443,0.229479,-0.221252,0,0
2.145e+009,-19.8585,4.1407,24.1363,-89.4599,41.297,-4.79594,17.1606,84.664,0.271909,-0.401617,0,0
2.145e+009,-20.2533,2.41554,24.9471,-88.5516,42.1735,-4.11225,17.2264,84.4393,0.337734,-0.626257,0,0
2.145e+009,-20.7877,-0.07826,25.8276,-87.0317,43.0808,-2.9889,17.2533,84.0428,0.364549,-1.02278,0,0
2.145e+009,-21.3412,-3.19135,26.6876,-85.6391,43.9733,-2.05063,17.2857,83.5884,0.396998,-1.47716,0,0
2.145e+009,-21.9898,-7.45559,27.5342,-84.7803,44.8415,-1.74468,17.3073,83.0356,0.418625,-2.03,0,0
2.145e+009,-22.7079,-13.7112,28.3707,-83.4974,45.668,-1.34832,17.2974,82.149,0.408661,-2.91654,0,0
2.145e+009,-23.4508,-24.3946,29.2329,-81.7686,46.4504,-0.876881,17.2175,80.8918,0.328759,-4.17382,0,0
2.145e+009,-23.7343,-41.8621,30.0836,-80.8533,47.139,-1.6512,17.0554,79.2021,0.166698,-5.86348,0,0
2.145e+009,-22.6593,-61.4593,30.9488,-79.9684,47.7146,-2.97795,16.7658,76.9905,-0.122927,-8.07511,0,0
2.145e+009,-20.8058,-72.8548,31.8132,-78.5328,48.1398,-3.59327,16.3266,74.9395,-0.562105,-10.1261,0,0
2.145e+009,-19.06,-78.01,32.6614,-77.4209,48.4617,-4.38631,15.8003,73.0346,-1.08843,-12.031,0,0
2.145e+009,-17.6284,-80.6472,33.5103,-75.8449,48.7067,-4.64337,15.1964,71.2015,-1.69228,-13.8641,0,0
2.145e+009,-16.4074,-82.6795,34.3859,-75.0046,48.9079,-5.68945,14.5221,69.3152,-2.36663,-15.7504,0,0
2.145e+009,-15.4018,-84.553,35.2386,-73.4178,49.0642,-5.93995,13.8256,67.4779,-3.06306,-17.5877,0,0
2.145e+009,-14.5337,-86.4493,36.1037,-72.0012,49.1767,-6.3423,13.073,65.6589,-3.81567,-19.4067,0,0
2.145e+009,-13.7798,-88.436,36.9779,-70.771,49.2527,-6.89617,12.2748,63.8748,-4.61385,-21.1907,0,0
2.146e+009,-18.5332,7.84041,19.8471,-109.475,36.7902,-25.9297,16.943,83.5453,0,0,0,0
2.146e+009,-18.8297,6.91165,20.695,-108.13,37.6789,-24.5436,16.9839,83.5861,0.0408475,0.0408042,0,0
2.146e+009,-19.1012,5.66084,21.5638,-106.664,38.6053,-23.2076,17.0415,83.4568,0.0984547,-0.0885118,0,0
2.146e+009,-19.4101,4.57301,22.3936,-106.299,39.499,-22.7393,17.1053,83.5592,0.162312,0.0139388,0,0
2.146e+009,-19.7639,2.96438,23.2396,-104.557,40.3901,-21.2565,17.1505,83.3005,0.207528,-0.244726,0,0
2.146e+009,-20.1594,1.48836,24.0698,-104.061,41.2929,-20.7942,17.2231,83.2668,0.280081,-0.278462,0,0
2.146e+009,-20.6115,-0.582686,24.93,-102.303,42.1937,-19.3062,17.2638,82.9969,0.320752,-0.548392,0,0
2.146e+009,-21.1127,-3.00736,25.7582,-101.583,43.0854,-18.8713,17.3273,82.7117,0.384249,-0.833527,0,0
2.146e+009,-21.6747,-6.41544,26.639,-100.068,43.9801,-17.9161,17.3411,82.1517,0.398087,-1.39355,0,0
2.146e+009,-22.3279,-10.8828,27.4841,-98.6564,44.8444,-17.1111,17.3603,81.5453,0.417294,-1.99995,0,0
2.146e+009,-22.986,-17.5073,28.3093,-97.5615,45.665,-16.8549,17.3556,80.7066,0.412627,-2.83866,0,0
2.146e+009,-23.6545,-28.767,29.1853,-96.3233,46.4685,-16.811,17.2832,79.5122,0.340167,-4.03302,0,0
2.146e+009,-23.8031,-46.2831,30.0388,-95.0306,47.156,-17.2633,17.1171,77.7673,0.174091,-5.77799,0,0
2.146e+009,-22.6389,-65.1605,30.8953,-93.5969,47.7346,-17.9563,16.8393,75.6405,-0.103701,-7.90473,0,0
2.146e+009,-20.7338,-76.2235,31.7505,-92.6859,48.1641,-19.081,16.4136,73.6049,-0.529414,-9.94033,0,0
2.146e+009,-18.9741,-80.9863,32.6173,-91.4471,48.4952,-19.7786,15.878,71.6685,-1.06503,-11.8768,0,0
2.146e+009,-17.5163,-83.3751,33.4766,-89.9603,48.7478,-20.1675,15.2712,69.7929,-1.67181,-13.7524,0,0
2.146e+009,-16.3405,-85.1463,34.3274,-88.6426,48.9449,-20.7356,14.6175,67.907,-2.32556,-15.6383,0,0
2.146e+009,-15.3221,-86.8439,35.1979,-87.1934,49.1026,-21.1453,13.9047,66.048,-3.03836,-17.4972,0,0
2.146e+009,-14.4484,-88.6232,36.0667,-85.7893,49.2189,-21.611,13.1522,64.1784,-3.79081,-19.3669,0,0
2.146e+009,-13.7014,-90.4762,36.9361,-84.5034,49.2956,-22.1174,12.3595,62.386,-4.58352,-21.1592,0,0
2.147e+009,-19.0044,5.98416,19.8647,-123.872,36.7233,-40.1267,16.8587,83.7451,0,0,0,0
2.147e+009,-19.2313,5.18955,20.6841,-122.282,37.6179,-38.7055,16.9339,83.5768,0.0752227,-0.168216,0,0
2.147e+009,-19.5497,3.92206,21.569,-120.946,38.5263,-37.2878,16.9573,83.658,0.0986361,-0.0870634,0,0
2.147e+009,-19.8816,2.35491,22.4226,-119.659,39.4419,-36.1311,17.0192,83.5282,0.160562,-0.216858,0,0
2.147e+009,-20.2497,0.898802,23.2548,-118.643,40.3284,-35.2084,17.0736,83.4342,0.21491,-0.31087,0,0
2.147e+009,-20.6703,-1.00866,24.0799,-117.545,41.2202,-34.2778,17.1403,83.2668,0.281607,-0.478286,0,0
2.147e+009,-21.1286,-2.93948,24.9479,-116.643,42.1266,-33.5801,17.1787,83.0632,0.320023,-0.68184,0,0
2.147e+009,-21.6611,-5.69611,25.7858,-115.114,43.0193,-32.3675,17.2335,82.7463,0.374838,-0.998753,0,0
2.147e+009,-22.2415,-9.34218,26.6326,-114.005,43.9004,-31.7,17.2678,82.3049,0.40915,-1.44019,0,0
2.147e+009,-22.8822,-14.3711,27.4969,-113.045,44.7775,-31.356,17.2806,81.6886,0.421956,-2.05647,0,0
2.147e+009,-23.5479,-21.7929,28.3252,-111.79,45.5971,-30.951,17.2718,80.8393,0.413178,-2.90572,0,0
2.147e+009,-24.1334,-33.7806,29.1778,-110.283,46.3788,-30.6519,17.201,79.6313,0.342355,-4.11379,0,0
2.147e+009,-24.0929,-52.2096,30.0387,-109.334,47.0785,-31.4702,17.0398,77.8637,0.181144,-5.88132,0,0
2.147e+009,-22.6589,-70.5649,30.9,-108.035,47.6533,-32.2709,16.7534,75.7638,-0.105289,-7.98129,0,0
2.147e+009,-20.652,-80.8202,31.7763,-107.125,48.0874,-33.4012,16.3111,73.7235,-0.54759,-10.0216,0,0
2.147e+009,-18.87,-84.8551,32.6263,-105.219,48.4128,-33.5011,15.7865,71.7181,-1.07214,-12.0269,0,0
2.147e+009,-17.4531,-86.7682,33.4782,-104.156,48.6642,-34.2684,15.186,69.8875,-1.67266,-13.8576,0,0
2.147e+009,-16.2455,-88.2075,34.344,-102.629,48.8648,-34.6283,14.5208,68.0005,-2.33785,-15.7445,0,0
2.147e+009,-15.2461,-89.6897,35.2003,-101.535,49.0182,-35.399,13.8179,66.1364,-3.04073,-17.6086,0,0
2.147e+009,-14.3967,-91.2398,36.0519,-100.237,49.1334,-35.884,13.0815,64.3525,-3.77719,-19.3925,0,0
2.147e+009,-13.6342,-92.974,36.9448,-98.9144,49.2119,-36.4051,12.2671,62.5093,-4.59158,-21.2357,0,0
2.148e+009,-19.1153,2.73039,19.8883,-137.264,36.8176,-54.9768,16.9293,82.2874,0,0,0,0
2.148e+009,-19.3693,1.9935,20.7117,-136.174,37.6983,-53.7297,16.9866,82.4446,0.0573301,0.157167,0,0
2.148e+009,-19.6766,0.484363,21.5796,-135.214,38.623,-52.8934,17.0433,82.3204,0.114063,0.0329978,0,0
2.148e+009,-19.9956,-0.746744,22.4114,-133.804,39.5071,-51.5818,17.0957,82.2224,0.166414,-0.065036,0,0
2.148e+009,-20.3805,-2.54647,23.2695,-132.618,40.41,-50.4524,17.1405,82.1657,0.211244,-0.121703,0,0
2.148e+009,-20.7626,-4.56769,24.0918,-131.777,41.3012,-49.762,17.2095,82.0153,0.280204,-0.272094,0,0
2.148e+009,-21.2247,-7.0031,24.9398,-130.593,42.1988,-48.8248,17.2589,81.768,0.329657,-0.519449,0,0
2.148e+009,-21.7486,-9.99866,25.7854,-129.154,43.0851,-47.795,17.2997,81.3594,0.370433,-0.92801,0,0
2.148e+009,-22.3093,-14.0061,26.6508,-128.041,43.987,-47.0582,17.3362,80.9825,0.406936,-1.3049,0,0
2.148e+009,-22.8857,-19.1254,27.485,-126.93,44.8368,-46.5792,17.3519,80.3507,0.422595,-1.93675,0,0
2.148e+009,-23.5067,-27.0672,28.3432,-125.65,45.686,-46.1604,17.3428,79.4895,0.413523,-2.79793,0,0
2.148e+009,-23.9354,-39.3627,29.2008,-124.131,46.4655,-45.8943,17.2647,78.2364,0.335415,-4.051,0,0
2.148e+009,-23.6726,-56.8479,30.0389,-123.088,47.1469,-46.5726,17.108,76.5153,0.178768,-5.7721,0,0
2.148e+009,-22.1759,-74.1607,30.9162,-121.777,47.7262,-47.3876,16.81,74.3896,-0.119284,-7.89786,0,0
2.148e+009,-20.226,-83.2062,31.7679,-120.93,48.1531,-48.6284,16.3852,72.3015,-0.54407,-9.98591,0,0
2.148e+009,-18.5184,-86.8826,32.624,-119.489,48.4777,-49.1214,15.8536,70.368,-1.07561,-11.9194,0,0
2.148e+009,-17.1272,-88.5798,33.4857,-118.161,48.7305,-49.6753,15.2448,68.4854,-1.68448,-13.802,0,0
2.148e+009,-15.9603,-89.8928,34.3478,-116.913,48.9304,-50.3003,14.5826,66.6128,-2.34664,-15.6746,0,0
2.148e+009,-14.9792,-91.281,35.2071,-115.142,49.0858,-50.4406,13.8786,64.7013,-3.05063,-17.5861,0,0
2.148e+009,-14.1436,-92.7812,36.0671,-114.449,49.2008,-51.5558,13.1337,62.893,-3.79552,-19.3945,0,0
2.148e+009,-13.4107,-94.3979,36.9419,-112.837,49.2777,-51.7302,12.3358,61.1065,-4.59346,-21.1809,0,0
2.149e+009,-19.4235,-0.112433,19.9093,-151.236,36.8938,-69.8786,16.9845,81.357,0,0,0,0
2.149e+009,-19.6885,-1.043,20.7631,-149.97,37.7899,-68.3834,17.0268,81.5865,0.0423452,0.229475,0,0
2.149e+009,-19.9897,-2.35799,21.5994,-148.806,38.6871,-67.2839,17.0877,81.5217,0.103223,0.164618,0,0
2.149e+009,-20.3463,-4.12843,22.4779,-147.667,39.6229,-66.3194,17.145,81.348,0.160553,-0.00903535,0,0
2.149e+009,-20.7498,-5.78404,23.3174,-146.604,40.5054,-65.2113,17.188,81.3931,0.203527,0.0360768,0,0
2.149e+009,-21.1053,-8.1742,24.146,-145.588,41.3952,-64.4648,17.2492,81.1236,0.264761,-0.23345,0,0
2.149e+009,-21.5539,-10.8465,24.9818,-144.336,42.2849,-63.4887,17.3031,80.8477,0.318612,-0.50936,0,0
2.149e+009,-22.0974,-14.1198,25.8465,-143.067,43.1899,-62.6027,17.3434,80.4645,0.358983,-0.892572,0,0
2.149e+009,-22.6458,-18.4503,26.6993,-141.967,44.0709,-61.9283,17.3715,80.0388,0.387081,-1.31823,0,0
2.149e+009,-23.2138,-24.093,27.5396,-140.91,44.9283,-61.4205,17.3887,79.4895,0.404212,-1.86757,0,0
2.149e+009,-23.733,-32.5676,28.3933,-139.803,45.7588,-61.1522,17.3655,78.651,0.38104,-2.70601,0,0
2.149e+009,-24.009,-45.5296,29.2348,-138.164,46.5336,-60.8314,17.2988,77.333,0.314338,-4.02405,0,0
2.149e+009,-23.4515,-63.5335,30.1023,-137.063,47.2321,-61.5398,17.1298,75.5235,0.145302,-5.83354,0,0
2.149e+009,-21.7961,-78.9879,30.9665,-135.813,47.785,-62.3776,16.8185,73.4352,-0.165991,-7.9218,0,0
2.149e+009,-19.8263,-86.8392,31.8293,-134.692,48.2111,-63.3702,16.3818,71.3223,-0.602615,-10.0348,0,0
2.149e+009,-18.194,-89.7772,32.6702,-133.064,48.5276,-63.6576,15.8575,69.4062,-1.12698,-11.9508,0,0
2.149e+009,-16.8568,-91.1745,33.5191,-131.892,48.7736,-64.3784,15.2545,67.5138,-1.72997,-13.8433,0,0
2.149e+009,-15.7199,-92.2646,34.3955,-130.788,48.9748,-65.1723,14.5792,65.6162,-2.40521,-15.7408,0,0
2.149e+009,-14.7644,-93.4835,35.2626,-129.17,49.1282,-65.4335,13.8656,63.7367,-3.11885,-17.6203,0,0
2.149e+009,-13.9382,-94.865,36.1296,-127.824,49.2417,-65.9135,13.1121,61.9104,-3.87237,-19.4466,0,0
2.149e+009,-13.2272,-96.3973,36.9952,-126.927,49.3163,-66.7865,12.321,60.1404,-4.66341,-21.2166,0,0
2.15e+009,-19.8997,-1.84687,19.8845,-165.3,36.8151,-84.5402,16.9306,80.7599,0,0,0,0
2.15e+009,-20.145,-3.17179,20.7308,-164.05,37.7242,-83.4,16.9934,80.6501,0.0627566,-0.109734,0,0
2.15e+009,-20.4551,-4.73651,21.5804,-162.98,38.6228,-82.2871,17.0424,80.6929,0.111768,-0.0669982,0,0
2.15e+009,-20.7808,-6.36783,22.4297,-161.789,39.5272,-81.1888,17.0976,80.5997,0.166937,-0.160129,0,0
2.15e+009,-21.167,-8.47162,23.2594,-160.844,40.4285,-80.3781,17.1691,80.4655,0.238464,-0.294333,0,0
2.15e+009,-21.5989,-10.7931,24.1106,-159.385,41.3215,-79.1133,17.2108,80.2718,0.280206,-0.488056,0,0
2.15e+009,-22.0931,-13.6803,24.9639,-158.889,42.2267,-78.8247,17.2629,80.0639,0.332234,-0.695996,0,0
2.15e+009,-22.5967,-17.2477,25.7997,-157.228,43.1099,-77.4565,17.3102,79.7712,0.379621,-0.988644,0,0
2.15e+009,-23.1665,-22.1801,26.6716,-156.124,44.0095,-76.7931,17.3379,79.3308,0.407289,-1.42904,0,0
2.15e+009,-23.7155,-28.2094,27.5026,-154.682,44.855,-75.9007,17.3524,78.7814,0.421812,-1.97848,0,0
2.15e+009,-24.1479,-37.1157,28.3384,-153.702,45.6791,-75.8173,17.3407,77.8851,0.410126,-2.87478,0,0
2.15e+009,-24.3421,-50.5902,29.2039,-152.205,46.4673,-75.581,17.2634,76.6244,0.332779,-4.13548,0,0
2.15e+009,-23.6345,-68.166,30.0499,-151.279,47.1528,-76.3829,17.1029,74.8956,0.172288,-5.86427,0,0
2.15e+009,-21.8122,-83.3579,30.9235,-149.872,47.7274,-77.1416,16.8038,72.7306,-0.126776,-8.0293,0,0
2.15e+009,-19.819,-90.72,31.7854,-148.756,48.1545,-78.1064,16.3691,70.65,-0.561506,-10.1098,0,0
2.15e+009,-18.1606,-93.2299,32.6306,-147.137,48.4776,-78.4353,15.847,68.7017,-1.08358,-12.0582,0,0
2.15e+009,-16.819,-94.3163,33.492,-146.168,48.7262,-79.3167,15.2342,66.8516,-1.69643,-13.9083,0,0
2.15e+009,-15.6643,-95.2053,34.371,-144.731,48.93,-79.8729,14.559,64.8581,-2.37157,-15.9018,0,0
2.15e+009,-14.7197,-96.2168,35.2313,-143.506,49.0846,-80.5091,13.8533,62.9971,-3.07733,-17.7627,0,0
2.15e+009,-13.8966,-97.4234,36.1102,-142.118,49.1987,-80.9727,13.0885,61.1452,-3.84215,-19.6146,0,0
2.15e+009,-13.1859,-98.8206,36.9644,-141.182,49.2726,-81.7985,12.3082,59.3831,-4.62244,-21.3768,0,0
2.151e+009,-20.0347,-4.39383,19.8884,-179.146,36.8056,-99.0693,16.9172,80.0771,0,0,0,0
2.151e+009,-20.3288,-5.76361,20.7427,-177.845,37.7064,-97.7489,16.9637,80.0964,0.0465231,0.0193022,0,0
2.151e+009,-20.6125,-7.12432,21.598,-176.952,38.6304,-96.8439,17.0323,80.1084,0.115185,0.0313043,0,0
2.151e+009,-20.9502,-9.36278,22.4359,-175.969,39.5358,-96.0615,17.0999,79.9078,0.182756,-0.169311,0,0
2.151e+009,-21.2974,-11.3089,23.2477,-174.501,40.4076,-94.6417,17.1599,79.8594,0.242741,-0.217716,0,0
2.151e+009,-21.7945,-13.9929,24.1106,-173.568,41.31,-93.8345,17.1994,79.733,0.28223,-0.344116,0,0
2.151e+009,-22.2441,-17.0263,24.9658,-172.564,42.2117,-93.0224,17.246,79.542,0.328802,-0.535092,0,0
2.151e+009,-22.7154,-20.7281,25.7989,-171.23,43.0958,-92.0187,17.2969,79.2113,0.379767,-0.865791,0,0
2.151e+009,-23.2462,-25.8235,26.6542,-169.954,43.9863,-91.1842,17.3321,78.7701,0.414932,-1.30707,0,0
2.151e+009,-23.76,-32.3751,27.505,-168.738,44.8459,-90.6238,17.3409,78.1141,0.423747,-1.96306,0,0
2.151e+009,-24.1382,-41.6547,28.3517,-167.606,45.6841,-90.3392,17.3324,77.2668,0.415215,-2.81029,0,0
2.151e+009,-24.1596,-54.8912,29.1893,-166.211,46.445,-90.1415,17.2557,76.0692,0.338523,-4.00791,0,0
2.151e+009,-23.2976,-71.9768,30.0619,-165.525,47.1476,-91.2638,17.0857,74.2607,0.168557,-5.81639,0,0
