!CSV A.01.01
!Agilent Technologies,N5241A,MY52011414,A.09.80.16
!Date: Friday, February, 27, 2015 18:02:12
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",201,,,,,,,
"Num Power Points:",21,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2,
<Hz>,<LogMag (dB)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<LogMag (dB)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<Real (U)>,<Real (U)>
2.082e+009,-11.4125,56.2037,34.1445,86.2771,48.8117,-159.788,14.6672,113.935,-1.57184,-12.2403,0,0
2.082e+009,-11.3648,52.2341,34.9897,87.5443,48.9992,-159.99,14.0095,112.466,-2.22955,-13.7096,0,0
2.082e+009,-11.2994,48.4942,35.8321,88.8927,49.1471,-160.031,13.3151,111.077,-2.92397,-15.0987,0,0
2.082e+009,-11.253,44.8394,36.6747,90.2303,49.2549,-160.116,12.5802,109.654,-3.65884,-16.5219,0,0
2.083e+009,-8.61596,78.8754,19.8274,49.7741,36.1711,176.55,16.3437,126.776,0,0,0,0
2.083e+009,-8.68206,78.6423,20.6714,51.1452,37.0652,177.924,16.3938,126.779,0.0501152,0.0034834,0,0
2.083e+009,-8.74909,78.4276,21.5048,52.017,37.967,178.731,16.4623,126.714,0.11859,-0.062023,0,0
2.083e+009,-8.85424,78.2926,22.3492,53.3781,38.8686,-179.893,16.5195,126.729,0.175769,-0.0467265,0,0
2.083e+009,-8.9461,78.2132,23.1816,54.6074,39.7721,-178.701,16.5905,126.692,0.246771,-0.0840776,0,0
2.083e+009,-9.04311,78.0418,24.0122,55.5719,40.6763,-177.812,16.664,126.616,0.320339,-0.159635,0,0
2.083e+009,-9.16589,77.8496,24.8643,57.251,41.589,-176.319,16.7247,126.43,0.38102,-0.345342,0,0
2.083e+009,-9.30833,77.4742,25.7382,58.8127,42.5249,-175.119,16.7867,126.068,0.442967,-0.707597,0,0
2.083e+009,-9.4568,77.2461,26.5782,60.1835,43.4176,-174.058,16.8395,125.759,0.495784,-1.01677,0,0
2.083e+009,-9.6077,76.9477,27.3941,61.0547,44.2916,-173.586,16.8975,125.359,0.553786,-1.41645,0,0
2.083e+009,-9.79964,76.4218,28.2301,62.3183,45.1587,-172.995,16.9286,124.687,0.584921,-2.08918,0,0
2.083e+009,-10.067,75.5225,29.0925,64.2666,46.0041,-172.048,16.9116,123.685,0.567911,-3.09077,0,0
2.083e+009,-10.4348,74.08,29.9534,65.2841,46.7978,-172.373,16.8444,122.343,0.500726,-4.43271,0,0
2.083e+009,-10.9047,71.5273,30.7874,66.6556,47.4552,-172.787,16.6678,120.558,0.324115,-6.21794,0,0
2.083e+009,-11.3443,67.773,31.6351,68.1896,47.98,-173.034,16.3449,118.776,0.0012178,-7.99927,0,0
2.083e+009,-11.5601,63.3614,32.4832,69.8995,48.3653,-172.931,15.8821,117.169,-0.461596,-9.6066,0,0
2.083e+009,-11.59,59.0729,33.3083,70.7556,48.6523,-173.532,15.344,115.712,-0.999709,-11.0637,0,0
2.083e+009,-11.5518,54.8489,34.1621,72.3882,48.892,-173.327,14.7299,114.284,-1.61381,-12.4913,0,0
2.083e+009,-11.4977,50.8632,34.9997,73.86,49.0759,-173.303,14.0763,112.837,-2.26742,-13.9385,0,0
2.083e+009,-11.4301,46.9841,35.8478,74.8664,49.2226,-173.742,13.3748,111.392,-2.96893,-15.3839,0,0
2.083e+009,-11.3737,43.1617,36.7187,76.2795,49.334,-173.79,12.6152,109.93,-3.72845,-16.8456,0,0
2.084e+009,-8.7503,77.6426,19.799,36.0848,36.0007,161.704,16.2017,125.619,0,0,0,0
2.084e+009,-8.81366,77.4275,20.6597,37.4106,36.9174,163.065,16.2577,125.654,0.0560225,0.0350434,0,0
2.084e+009,-8.90489,77.3828,21.4965,38.5887,37.8021,164.323,16.3056,125.735,0.103935,0.115261,0,0
2.084e+009,-8.99568,77.1502,22.3372,39.7188,38.7041,165.406,16.3669,125.687,0.165231,0.0681689,0,0
2.084e+009,-9.07941,77.082,23.1696,40.9205,39.6108,166.551,16.4412,125.63,0.239512,0.0108939,0,0
2.084e+009,-9.18792,76.7908,24.0186,42.014,40.5311,167.515,16.5125,125.501,0.310886,-0.11821,0,0
2.084e+009,-9.30028,76.6218,24.8422,43.5128,41.4193,168.841,16.5771,125.328,0.375445,-0.290889,0,0
2.084e+009,-9.42337,76.3552,25.6935,44.8038,42.3595,169.878,16.666,125.075,0.464311,-0.544661,0,0
2.084e+009,-9.58255,76.1171,26.5486,45.9454,43.2557,170.679,16.7071,124.734,0.505419,-0.88546,0,0
2.084e+009,-9.74956,75.801,27.3823,47.2064,44.1361,171.562,16.7538,124.355,0.552176,-1.26394,0,0
2.084e+009,-9.95121,75.2647,28.2203,48.5985,44.9991,172.268,16.7788,123.67,0.577099,-1.9495,0,0
2.084e+009,-10.2102,74.4364,29.0727,50.0967,45.8419,172.804,16.7691,122.708,0.567479,-2.91174,0,0
2.084e+009,-10.5725,72.9805,29.9292,51.1383,46.6279,172.522,16.6987,121.383,0.497015,-4.23607,0,0
2.084e+009,-11.0621,70.4537,30.7745,52.9135,47.2959,172.54,16.5214,119.627,0.319763,-5.99275,0,0
2.084e+009,-11.4952,66.6655,31.6033,54.3771,47.8172,172.173,16.2139,117.796,0.0122643,-7.82291,0,0
2.084e+009,-11.7244,62.1752,32.4586,55.5655,48.2085,171.728,15.7499,116.162,-0.451793,-9.4569,0,0
2.084e+009,-11.7671,57.7278,33.3057,56.8212,48.5047,171.518,15.199,114.697,-1.00265,-10.9226,0,0
2.084e+009,-11.7216,53.5561,34.1356,58.5681,48.7366,171.868,14.6009,113.3,-1.60075,-12.3194,0,0
2.084e+009,-11.6627,49.4424,34.9888,59.759,48.926,171.582,13.9372,111.823,-2.26446,-13.7964,0,0
2.084e+009,-11.5951,45.5249,35.844,60.8572,49.0735,171.264,13.2295,110.406,-2.97212,-15.2128,0,0
2.084e+009,-11.5327,41.7136,36.689,62.5036,49.1804,171.444,12.4914,108.94,-3.71023,-16.6789,0,0
2.085e+009,-8.71709,76.9904,19.8297,22.3041,36.054,146.57,16.2243,124.266,0,0,0,0
2.085e+009,-8.75258,76.9674,20.6515,23.5132,36.9604,147.949,16.3089,124.436,0.0845987,0.169212,0,0
2.085e+009,-8.83848,76.6199,21.4872,24.9006,37.8576,149.189,16.3704,124.289,0.146138,0.0221976,0,0
2.085e+009,-8.92511,76.6107,22.3346,25.7779,38.766,150.216,16.4313,124.438,0.207026,0.171577,0,0
2.085e+009,-9.01394,76.4705,23.165,26.9537,39.6731,151.314,16.5081,124.36,0.283788,0.0935696,0,0
2.085e+009,-9.13472,76.2416,24.0143,28.4189,40.5771,152.602,16.5627,124.183,0.338433,-0.0830395,0,0
2.085e+009,-9.25108,75.9918,24.8586,29.4478,41.4914,153.466,16.6327,124.018,0.40841,-0.247945,0,0
2.085e+009,-9.39917,75.7181,25.7262,30.9341,42.4205,154.656,16.6944,123.722,0.470053,-0.544762,0,0
2.085e+009,-9.53733,75.4887,26.5538,32.2999,43.3151,155.738,16.7613,123.438,0.537012,-0.828543,0,0
2.085e+009,-9.72462,75.0917,27.4059,33.4593,44.2012,156.379,16.7953,122.92,0.570995,-1.34691,0,0
2.085e+009,-9.93355,74.549,28.2544,34.6233,45.071,156.873,16.8167,122.25,0.592349,-2.01643,0,0
2.085e+009,-10.1903,73.7276,29.0938,36.5061,45.9007,157.817,16.8069,121.311,0.582559,-2.9555,0,0
2.085e+009,-10.5612,72.3114,29.9252,37.7206,46.6636,157.708,16.7384,119.988,0.514052,-4.27889,0,0
2.085e+009,-11.075,69.5197,30.8043,39.1662,47.3529,157.292,16.5486,118.126,0.324282,-6.14068,0,0
2.085e+009,-11.5135,65.6876,31.6325,40.3394,47.8557,156.689,16.2232,116.35,-0.00113229,-7.91638,0,0
2.085e+009,-11.7296,61.2231,32.4728,42.0301,48.235,156.787,15.7623,114.756,-0.462044,-9.50994,0,0
2.085e+009,-11.7667,56.6236,33.3226,43.201,48.5261,156.445,15.2035,113.244,-1.02082,-11.0223,0,0
2.085e+009,-11.7266,52.3317,34.1785,44.2478,48.7611,156.071,14.5826,111.823,-1.64172,-12.4431,0,0
2.085e+009,-11.6674,48.2112,35.021,46.1234,48.9453,156.473,13.9243,110.35,-2.3,-13.9166,0,0
2.085e+009,-11.6018,44.2948,35.8575,47.5302,49.0877,156.451,13.2302,108.921,-2.99411,-15.3459,0,0
2.085e+009,-11.5358,40.3655,36.7207,48.5478,49.195,155.985,12.4743,107.437,-3.75001,-16.8295,0,0
2.086e+009,-8.91624,76.4241,19.7924,8.48411,36.1962,132.302,16.4039,123.817,0,0,0,0
2.086e+009,-8.99803,76.2622,20.626,9.39445,37.0743,133.306,16.4483,123.912,0.0444043,0.0944739,0,0
2.086e+009,-9.07287,76.1222,21.4785,10.9865,37.9914,134.909,16.5129,123.923,0.109043,0.105363,0,0
2.086e+009,-9.16648,75.9481,22.3238,11.9925,38.9008,135.908,16.577,123.915,0.173137,0.0975407,0,0
2.086e+009,-9.27042,75.7159,23.1511,13.296,39.7861,137.095,16.635,123.799,0.231121,-0.0189676,0,0
2.086e+009,-9.38381,75.7219,24.0027,14.4214,40.7117,138.264,16.7091,123.843,0.305184,0.0250234,0,0
2.086e+009,-9.49562,75.3694,24.8458,15.7685,41.63,139.287,16.7841,123.519,0.380265,-0.298912,0,0
2.086e+009,-9.64336,75.2183,25.7003,16.9749,42.5455,140.301,16.8452,123.326,0.441309,-0.491387,0,0
2.086e+009,-9.80099,74.8011,26.5571,18.5601,43.452,141.455,16.8949,122.895,0.491007,-0.92298,0,0
2.086e+009,-9.97814,74.5002,27.3858,19.8346,44.3262,142.314,16.9403,122.479,0.536452,-1.33815,0,0
2.086e+009,-10.1913,73.9141,28.244,21.1622,45.2016,142.951,16.9575,121.789,0.553643,-2.02891,0,0
2.086e+009,-10.4579,73.1254,29.0744,22.5423,46.0217,143.449,16.9473,120.906,0.543453,-2.91109,0,0
2.086e+009,-10.8424,71.5344,29.9342,23.8054,46.8109,143.243,16.8768,119.438,0.472895,-4.37961,0,0
2.086e+009,-11.3529,68.8883,30.7773,25.4778,47.4695,143.18,16.6922,117.702,0.288378,-6.11564,0,0
2.086e+009,-11.8002,64.94,31.6137,26.6558,47.9854,142.553,16.3717,115.897,-0.0321219,-7.92001,0,0
2.086e+009,-12.0287,60.2805,32.4715,28.0792,48.371,142.366,15.8995,114.287,-0.504413,-9.53085,0,0
2.086e+009,-12.0714,55.7478,33.3112,29.3847,48.6556,142.215,15.3444,112.831,-1.05949,-10.9869,0,0
2.086e+009,-12.0367,51.3132,34.1613,30.3952,48.8896,141.753,14.7283,111.358,-1.67553,-12.4593,0,0
2.086e+009,-11.9688,47.0372,35.0178,32.1978,49.0783,142.061,14.0606,109.863,-2.3433,-13.9541,0,0
2.086e+009,-11.8967,43.0173,35.8617,33.2427,49.2214,141.669,13.3597,108.427,-3.04412,-15.3909,0,0
2.086e+009,-11.8322,38.9765,36.7239,35.0006,49.3278,141.917,12.6039,106.917,-3.80001,-16.9008,0,0
2.087e+009,-8.97251,75.9337,19.787,-6.29272,36.1041,117.489,16.3171,123.782,0,0,0,0
2.087e+009,-9.05778,75.5303,20.6437,-4.3438,36.9996,119.367,16.3559,123.711,0.0387641,-0.0708615,0,0
2.087e+009,-9.15858,75.3382,21.504,-3.00331,37.905,120.746,16.401,123.75,0.0839167,-0.0323918,0,0
2.087e+009,-9.22258,75.1716,22.3395,-2.21129,38.8178,121.459,16.4784,123.67,0.161279,-0.111904,0,0
2.087e+009,-9.31372,75.1501,23.1471,-0.865282,39.7062,122.866,16.559,123.731,0.24194,-0.050403,0,0
2.087e+009,-9.43879,74.8038,24.003,0.442727,40.629,123.898,16.6259,123.456,0.308818,-0.32619,0,0
2.087e+009,-9.57972,74.639,24.8709,1.5699,41.5496,124.904,16.6787,123.335,0.361587,-0.447351,0,0
2.087e+009,-9.69704,74.3627,25.6996,3.22639,42.4562,126.305,16.7566,123.079,0.439487,-0.703315,0,0
2.087e+009,-9.86646,74.1147,26.5518,4.34282,43.3595,127.066,16.8077,122.724,0.490608,-1.05835,0,0
2.087e+009,-10.0486,73.7169,27.4126,5.41948,44.2589,127.66,16.8463,122.241,0.529232,-1.54127,0,0
2.087e+009,-10.2548,73.2668,28.2391,7.11681,45.1115,128.774,16.8724,121.657,0.55527,-2.12506,0,0
2.087e+009,-10.5202,72.4205,29.0702,8.76718,45.939,129.5,16.8688,120.733,0.551708,-3.04864,0,0
2.087e+009,-10.9026,70.8342,29.9229,9.5598,46.7188,128.84,16.7959,119.28,0.478778,-4.50193,0,0
2.087e+009,-11.4165,68.2463,30.766,11.0064,47.3838,128.591,16.6177,117.585,0.300641,-6.1973,0,0
2.087e+009,-11.883,64.1312,31.6183,12.5049,47.9127,128.182,16.2944,115.677,-0.0227475,-8.10478,0,0
2.087e+009,-12.1188,59.5527,32.454,13.8507,48.289,127.966,15.835,114.115,-0.482099,-9.66641,0,0
2.087e+009,-12.16,54.8949,33.2987,14.9553,48.582,127.585,15.2833,112.629,-1.03379,-11.1527,0,0
2.087e+009,-12.1188,50.2829,34.162,16.7123,48.8213,127.824,14.6592,111.112,-1.65787,-12.6698,0,0
2.087e+009,-12.0542,46.0978,34.9995,18.4669,49.0071,128.157,14.0075,109.69,-2.3096,-14.0915,0,0
2.087e+009,-11.9787,41.9298,35.844,19.1809,49.1495,127.37,13.3056,108.189,-3.01152,-15.5928,0,0
2.087e+009,-11.9115,37.9328,36.6995,20.9171,49.2558,127.654,12.5563,106.737,-3.76082,-17.0449,0,0
2.088e+009,-9.02463,74.6417,19.8299,-19.5432,36.2321,102.96,16.4022,122.503,0,0,0,0
2.088e+009,-9.08731,74.5322,20.6592,-18.2715,37.1342,104.355,16.475,122.627,0.0727857,0.123549,0,0
2.088e+009,-9.16965,74.4738,21.511,-17.3797,38.041,105.364,16.53,122.743,0.127826,0.240173,0,0
2.088e+009,-9.24331,74.193,22.3171,-16.102,38.9279,106.489,16.6108,122.591,0.208617,0.0876962,0,0
2.088e+009,-9.38094,74.0743,23.1761,-14.8533,39.8287,107.719,16.6527,122.572,0.250479,0.0691258,0,0
2.088e+009,-9.48399,73.8765,24.0057,-13.6189,40.7328,108.846,16.727,122.465,0.324829,-0.0380797,0,0
2.088e+009,-9.60949,73.553,24.8581,-11.9427,41.655,110.28,16.7969,122.223,0.394698,-0.280363,0,0
2.088e+009,-9.7534,73.3847,25.7151,-10.9522,42.5683,111.054,16.8533,122.006,0.451045,-0.497367,0,0
2.088e+009,-9.92251,73.126,26.5623,-9.40034,43.472,112.266,16.9097,121.666,0.507449,-0.837402,0,0
2.088e+009,-10.0929,72.6848,27.4055,-8.0711,44.3652,113.07,16.9597,121.141,0.557441,-1.36192,0,0
2.088e+009,-10.3131,72.2162,28.2574,-7.20009,45.2367,113.329,16.9794,120.529,0.577161,-1.9739,0,0
2.088e+009,-10.5875,71.3281,29.0766,-5.32286,46.0481,114.275,16.9715,119.598,0.569252,-2.9055,0,0
2.088e+009,-10.9958,69.7126,29.9457,-4.49546,46.8357,113.682,16.89,118.178,0.487774,-4.32535,0,0
2.088e+009,-11.53,66.8802,30.8032,-2.82903,47.5033,113.544,16.7001,116.373,0.297912,-6.13019,0,0
2.088e+009,-11.9831,62.6934,31.6437,-1.36935,48.017,113.146,16.3733,114.516,-0.0289458,-7.98748,0,0
2.088e+009,-12.2023,58.0973,32.4589,0.110813,48.3815,113.09,15.9226,112.979,-0.479632,-9.52394,0,0
2.088e+009,-12.2383,53.2905,33.3102,1.40702,48.6739,112.858,15.3637,111.451,-1.03854,-11.0519,0,0
2.088e+009,-12.1921,48.6986,34.1599,2.68564,48.9062,112.662,14.7462,109.976,-1.65596,-12.5273,0,0
2.088e+009,-12.1193,44.2953,35.0209,3.95965,49.0942,112.45,14.0733,108.491,-2.32895,-14.0125,0,0
2.088e+009,-12.0325,40.1122,35.8624,5.47543,49.2366,112.49,13.3742,107.014,-3.02797,-15.489,0,0
2.088e+009,-11.9597,36.0867,36.7138,6.56939,49.3413,112.133,12.6275,105.563,-3.77472,-16.9398,0,0
2.089e+009,-9.12271,73.7375,19.7767,-33.9403,36.2394,88.3326,16.4627,122.273,0,0,0,0
2.089e+009,-9.20915,73.4731,20.6434,-32.5145,37.143,89.8049,16.4996,122.319,0.0369581,0.0464561,0,0
2.089e+009,-9.30524,73.2071,21.4988,-31.3207,38.0558,90.912,16.557,122.233,0.0943026,-0.0402189,0,0
2.089e+009,-9.38268,72.9944,22.3294,-30.0795,38.9585,92.0136,16.6291,122.093,0.166474,-0.17979,0,0
2.089e+009,-9.5074,72.9767,23.1737,-28.7123,39.8514,93.4872,16.6777,122.2,0.214993,-0.0733944,0,0
2.089e+009,-9.61208,72.702,23.9905,-27.41,40.7476,94.6369,16.7571,122.047,0.29445,-0.226055,0,0
2.089e+009,-9.73232,72.4305,24.8503,-26.1798,41.6817,95.5998,16.8314,121.78,0.368764,-0.49331,0,0
2.089e+009,-9.87797,72.2273,25.6909,-24.7921,42.5831,96.7805,16.8922,121.573,0.429522,-0.700313,0,0
2.089e+009,-10.0602,71.8841,26.5719,-23.758,43.5099,97.4185,16.9381,121.177,0.475413,-1.09638,0,0
2.089e+009,-10.2333,71.5885,27.4016,-22.5718,44.3907,98.1731,16.9891,120.745,0.526463,-1.52805,0,0
2.089e+009,-10.4627,70.9914,28.2484,-20.9696,45.2551,99.074,17.0067,120.044,0.544063,-2.22931,0,0
2.089e+009,-10.7419,70.1267,29.0883,-19.4362,46.0869,99.6926,16.9986,119.129,0.535962,-3.14411,0,0
2.089e+009,-11.1466,68.4524,29.9308,-18.4607,46.85,99.2361,16.9193,117.697,0.456616,-4.57608,0,0
2.089e+009,-11.6915,65.5938,30.7917,-16.8593,47.5235,99.0376,16.7317,115.897,0.269068,-6.37607,0,0
2.089e+009,-12.1603,61.2773,31.6396,-15.735,48.0399,98.245,16.4003,113.98,-0.0623701,-8.29294,0,0
2.089e+009,-12.3782,56.6033,32.4578,-13.9275,48.4064,98.5362,15.9486,112.464,-0.51403,-9.80921,0,0
2.089e+009,-12.4196,51.623,33.3131,-12.7765,48.6978,98.112,15.3847,110.888,-1.07796,-11.3845,0,0
2.089e+009,-12.3716,47.0022,34.161,-11.1791,48.9297,98.249,14.7687,109.428,-1.69399,-12.8448,0,0
2.089e+009,-12.3019,42.5646,35.0085,-9.82376,49.1128,98.1199,14.1043,107.944,-2.35832,-14.3293,0,0
2.089e+009,-12.209,38.2661,35.8602,-8.44557,49.2578,98.0018,13.3976,106.447,-3.06504,-15.8256,0,0
2.089e+009,-12.1312,34.1915,36.699,-7.5422,49.359,97.4382,12.6601,104.98,-3.80261,-17.2926,0,0
2.09e+009,-9.23334,73.8799,19.8224,-47.311,36.2641,74.2046,16.4418,121.516,0,0,0,0
2.09e+009,-9.31412,73.7465,20.6573,-46.4799,37.1558,75.1313,16.4985,121.611,0.0567088,0.0955411,0,0
2.09e+009,-9.38129,73.3782,21.4935,-45.0415,38.0645,76.3394,16.571,121.381,0.129271,-0.134666,0,0
2.09e+009,-9.48824,73.3227,22.3237,-43.4823,38.9576,78.0443,16.6339,121.527,0.1921,0.0110107,0,0
2.09e+009,-9.60409,73.1252,23.1842,-42.5161,39.8714,78.8927,16.6872,121.409,0.245442,-0.106726,0,0
2.09e+009,-9.72474,72.8871,24.0212,-41.1734,40.7739,80.0455,16.7528,121.219,0.311017,-0.296652,0,0
2.09e+009,-9.83818,72.7232,24.8586,-40.0696,41.6911,80.9944,16.8325,121.064,0.390737,-0.451584,0,0
2.09e+009,-9.99759,72.5163,25.7247,-38.8028,42.6136,82.0378,16.889,120.841,0.447228,-0.674985,0,0
2.09e+009,-10.1588,72.2722,26.5621,-37.5971,43.5072,82.939,16.945,120.536,0.503279,-0.979481,0,0
2.09e+009,-10.3565,71.8282,27.4118,-36.2898,44.397,83.7287,16.9852,120.018,0.54344,-1.49716,0,0
2.09e+009,-10.5809,71.2264,28.2478,-34.5784,45.2522,84.7296,17.0044,119.308,0.56266,-2.20761,0,0
2.09e+009,-10.8733,70.2582,29.1037,-33.5577,46.0958,84.7385,16.9921,118.296,0.550307,-3.21942,0,0
2.09e+009,-11.3003,68.6681,29.9553,-32.3248,46.8679,84.6061,16.9127,116.931,0.470901,-4.58466,0,0
2.09e+009,-11.8388,65.7429,30.7956,-30.7086,47.5196,84.4221,16.7239,115.131,0.282194,-6.38487,0,0
2.09e+009,-12.3215,61.395,31.6416,-29.2469,48.0244,84.0179,16.3829,113.265,-0.0588965,-8.25082,0,0
2.09e+009,-12.5454,56.4911,32.4792,-27.7545,48.398,83.9197,15.9188,111.674,-0.522957,-9.8414,0,0
2.09e+009,-12.5801,51.4898,33.3282,-26.4203,48.6874,83.7039,15.3592,110.124,-1.08252,-11.3914,0,0
2.09e+009,-12.5309,46.7588,34.1824,-25.2179,48.9189,83.4289,14.7365,108.647,-1.70525,-12.8688,0,0
2.09e+009,-12.4548,42.3176,35.0127,-23.5632,49.0962,83.6179,14.0835,107.181,-2.35827,-14.3345,0,0
2.09e+009,-12.3615,37.9081,35.8602,-22.3326,49.2395,83.3131,13.3793,105.646,-3.06242,-15.8699,0,0
2.09e+009,-12.2819,33.6744,36.7149,-21.3684,49.3414,82.774,12.6265,104.142,-3.81528,-17.3733,0,0
2.091e+009,-9.24639,72.6801,19.772,-61.7119,36.1937,59.2331,16.4218,120.945,0,0,0,0
2.091e+009,-9.32739,72.4552,20.6297,-59.9648,37.0968,61.0618,16.4672,121.027,0.0454301,0.0815994,0,0
2.091e+009,-9.40594,72.2372,21.4737,-58.8638,38.0086,62.0904,16.5348,120.954,0.113076,0.00924194,0,0
2.091e+009,-9.52114,72.2038,22.3123,-57.7877,38.8985,63.1897,16.5862,120.977,0.164428,0.0323617,0,0
2.091e+009,-9.63234,71.8712,23.172,-56.504,39.8252,64.3631,16.6532,120.867,0.231432,-0.0780003,0,0
2.091e+009,-9.76291,71.6431,24.0347,-55.4841,40.7469,65.1787,16.7122,120.663,0.290462,-0.282193,0,0
2.091e+009,-9.886,71.5311,24.8556,-53.9124,41.6459,66.6879,16.7903,120.6,0.368578,-0.344746,0,0
2.091e+009,-10.0454,71.3287,25.713,-52.5542,42.5591,67.8087,16.8461,120.363,0.424364,-0.582109,0,0
2.091e+009,-10.2153,70.9742,26.5587,-51.1678,43.4515,68.7861,16.8928,119.954,0.471082,-0.991163,0,0
2.091e+009,-10.3997,70.5871,27.4067,-50.41,44.3535,69.0639,16.9468,119.474,0.525087,-1.47114,0,0
2.091e+009,-10.6278,70.0149,28.2385,-48.6623,45.2041,70.1392,16.9656,118.801,0.543815,-2.14351,0,0
2.091e+009,-10.9248,69.0438,29.079,-47.2084,46.0296,70.5977,16.9505,117.806,0.528785,-3.13891,0,0
2.091e+009,-11.3699,67.2875,29.9449,-46.215,46.8029,70.1258,16.858,116.341,0.436258,-4.60424,0,0
2.091e+009,-11.9304,64.2051,30.8018,-44.7082,47.4638,69.7786,16.662,114.487,0.240193,-6.45815,0,0
2.091e+009,-12.4116,59.7687,31.6454,-43.2283,47.9633,69.4204,16.3179,112.649,-0.103854,-8.29632,0,0
2.091e+009,-12.6315,54.7042,32.4807,-41.7043,48.331,69.2974,15.8503,111.002,-0.571455,-9.94327,0,0
2.091e+009,-12.6601,49.6232,33.3315,-40.2545,48.6166,69.209,15.2851,109.463,-1.13666,-11.4815,0,0
2.091e+009,-12.5992,44.7914,34.1819,-39.0447,48.8473,68.9051,14.6653,107.95,-1.75643,-12.9952,0,0
2.091e+009,-12.5095,40.2376,35.0235,-37.5447,49.0266,68.9177,14.0031,106.462,-2.41864,-14.4826,0,0
2.091e+009,-12.4143,35.7845,35.8723,-36.143,49.168,68.8034,13.2957,104.946,-3.12603,-15.9986,0,0
2.091e+009,-12.3259,31.5367,36.7245,-34.9226,49.2695,68.5238,12.545,103.446,-3.87676,-17.4986,0,0
2.092e+009,-9.35024,71.6692,19.8292,-75.6119,36.2737,43.9109,16.4445,119.523,0,0,0,0
2.092e+009,-9.45019,71.3866,20.7002,-74.0094,37.1781,45.475,16.4779,119.484,0.0333842,-0.0384495,0,0
2.092e+009,-9.52936,71.3875,21.5407,-73.0904,38.099,46.6114,16.5583,119.702,0.113819,0.178886,0,0
2.092e+009,-9.60684,71.0802,22.3476,-71.7406,38.9772,47.8243,16.6297,119.565,0.185171,0.042016,0,0
2.092e+009,-9.7309,70.8546,23.2178,-70.5803,39.9042,48.8163,16.6864,119.397,0.241893,-0.126302,0,0
2.092e+009,-9.83208,70.8229,24.0326,-69.2525,40.8001,50.1634,16.7674,119.416,0.32294,-0.106972,0,0
2.092e+009,-9.98708,70.5847,24.8945,-68.2805,41.7084,50.8777,16.8139,119.158,0.369423,-0.364644,0,0
2.092e+009,-10.1462,70.2903,25.7572,-66.4324,42.6293,52.469,16.8721,118.901,0.427552,-0.621449,0,0
2.092e+009,-10.3041,69.9474,26.5921,-65.3791,43.539,53.1201,16.9469,118.499,0.502393,-1.02364,0,0
2.092e+009,-10.5039,69.4792,27.4373,-64.3152,44.4169,53.6614,16.9796,117.977,0.535109,-1.54628,0,0
2.092e+009,-10.7373,68.9241,28.282,-62.7262,45.28,54.5829,16.998,117.309,0.553516,-2.21372,0,0
2.092e+009,-11.0432,67.9509,29.1208,-61.1154,46.1072,55.1884,16.9863,116.304,0.541811,-3.21902,0,0
2.092e+009,-11.485,66.246,29.9714,-60.1376,46.8707,54.7845,16.8993,114.922,0.45476,-4.6007,0,0
2.092e+009,-12.0518,63.0916,30.8218,-58.6094,47.5274,54.4343,16.7056,113.044,0.261063,-6.47909,0,0
2.092e+009,-12.5353,58.5549,31.6694,-57.017,48.0319,54.1731,16.3626,111.19,-0.0819517,-8.33275,0,0
2.092e+009,-12.7566,53.4912,32.4943,-55.8114,48.3937,53.7927,15.8994,109.604,-0.545081,-9.91878,0,0
2.092e+009,-12.7808,48.3809,33.3372,-54.1576,48.6786,53.9017,15.3414,108.059,-1.10311,-11.4635,0,0
2.092e+009,-12.7155,43.3907,34.1998,-53.0185,48.9106,53.5318,14.7108,106.55,-1.73367,-12.9725,0,0
2.092e+009,-12.626,38.7918,35.0397,-51.4,49.0905,53.6672,14.0508,105.067,-2.39369,-14.4557,0,0
2.092e+009,-12.5201,34.3133,35.8831,-50.6745,49.2296,52.8737,13.3464,103.548,-3.09809,-15.9746,0,0
2.092e+009,-12.427,29.9888,36.732,-48.9351,49.3319,53.0952,12.5998,102.03,-3.84469,-17.4926,0,0
2.093e+009,-9.51082,70.8864,19.8111,-89.3057,36.2968,30.0404,16.4856,119.346,0,0,0,0
2.093e+009,-9.56735,70.7595,20.6292,-87.8867,37.1752,31.4562,16.546,119.343,0.0604041,-0.00320683,0,0
2.093e+009,-9.68871,70.6109,21.5157,-86.8895,38.102,32.5221,16.5863,119.412,0.10066,0.065473,0,0
2.093e+009,-9.75163,70.385,22.3101,-85.412,38.9889,33.9533,16.6788,119.365,0.193218,0.0192125,0,0
2.093e+009,-9.87992,70.2495,23.1599,-84.2679,39.8972,35.0334,16.7373,119.301,0.251645,-0.0448608,0,0
2.093e+009,-9.99934,70.0334,23.9974,-83.0767,40.8059,36.0802,16.8086,119.157,0.32293,-0.189168,0,0
2.093e+009,-10.1433,69.7677,24.8514,-81.8315,41.7152,37.1259,16.8637,118.957,0.378114,-0.388658,0,0
2.093e+009,-10.3025,69.5225,25.7108,-80.3325,42.6458,38.3613,16.9349,118.694,0.449305,-0.6523,0,0
