! (Pin, Pout) in dBm
! @ 7.990 GHz
-25     ,  -17.370279639472
-24.75  ,  -17.126451303189
-24.5   ,  -16.87605056153
-24.25  ,  -16.626448454289
-24     ,  -16.373868761847
-23.75  ,  -16.120010718384
-23.5   ,  -15.870709310481
-23.25  ,  -15.625364156989
-23     ,  -15.373235757769
-22.75  ,  -15.12794790055
-22.5   ,  -14.877443064095
-22.25  ,  -14.62417745999
-22     ,  -14.37783590709
-21.75  ,  -14.129220711329
-21.5   ,  -13.876485498673
-21.25  ,  -13.631121222092
-21     ,  -13.380558278222
-20.75  ,  -13.132854421932
-20.5   ,  -12.878853731986
-20.25  ,  -12.62964153828
-20     ,  -12.377893433804
-19.75  ,  -12.136767553849
-19.5   ,  -11.88258270913
-19.25  ,  -11.63247188859
-19     ,  -11.381442515649
-18.75  ,  -11.132931184893
-18.5   ,  -10.886033329837
-18.25  ,  -10.637356658207
-18     ,  -10.385567979372
-17.75  ,  -10.139465444116
-17.5   ,  -9.8866117624108
-17.25  ,  -9.6391733404969
-17     ,  -9.3875294999584
-16.75  ,  -9.1377674708889
-16.5   ,  -8.8872464997682
-16.25  ,  -8.6387086301795
-16     ,  -8.3868488143051
-15.75  ,  -8.1360955446808
-15.5   ,  -7.8871749499274
-15.25  ,  -7.6350423598014
-15     ,  -7.3865529541399
-14.75  ,  -7.1370047951977
-14.5   ,  -6.8885240544713
-14.25  ,  -6.638333243807
-14     ,  -6.389635388512
-13.75  ,  -6.1401076149951
-13.5   ,  -5.8884756797937
-13.25  ,  -5.6389168287586
-13     ,  -5.3909633077695
-12.75  ,  -5.1380923038528
-12.5   ,  -4.8901872092029
-12.25  ,  -4.6424378948271
-12     ,  -4.3918530787667
-11.75  ,  -4.1423824587726
-11.5   ,  -3.8943463328408
-11.25  ,  -3.6405131171373
-11     ,  -3.3939329056526
-10.75  ,  -3.1438891915181
-10.5   ,  -2.8954895955727
-10.25  ,  -2.6457074161167
-10     ,  -2.3976898867382
-9.75   ,  -2.1494846584295
-9.5    ,  -1.8985131600077
-9.25   ,  -1.6517498100025
-9      ,  -1.4018669481127
-8.75   ,  -1.1547740553582
-8.5    ,  -0.90692018894105
-8.25   ,  -0.65884336645107
-8      ,  -0.41088526116954
-7.75   ,  -0.16185151741755
-7.5    ,  0.085868437251708
-7.25   ,  0.33318625486175
-7      ,  0.57961580149498
-6.75   ,  0.82737269054731
-6.5    ,  1.0731395134776
-6.25   ,  1.3185125598242
-6      ,  1.5654869459127
-5.75   ,  1.8112195428359
-5.5    ,  2.0563465740656
-5.25   ,  2.3013727116238
-5      ,  2.5444277137248
-4.75   ,  2.7885095476263
-4.5    ,  3.0315246515568
-4.25   ,  3.2743349969232
-4      ,  3.514987974243
-3.75   ,  3.7556129423337
-3.5    ,  3.9958367518175
-3.25   ,  4.2360602131139
-3      ,  4.4727669103291
-2.75   ,  4.7104177887256
-2.5    ,  4.9462111259482
-2.25   ,  5.1800603376148
-2      ,  5.4138943225549
-1.75   ,  5.6440052076176
-1.5    ,  5.8728910964177
-1.25   ,  6.1007110261181
-1      ,  6.3250381128697
-0.75   ,  6.5472657232265
-0.5    ,  6.7673235352152
-0.25   ,  6.9841450318595
0       ,  7.1943268057987
0.25    ,  7.4028826990625
0.5     ,  7.604899874676
0.75    ,  7.8024119498687
1       ,  7.9966850698089
1.25    ,  8.1834307128438
1.5     ,  8.367037212203
1.75    ,  8.5430428438708
2       ,  8.7122974105064
2.25    ,  8.8782902447329
2.5     ,  9.0422686328615
2.75    ,  9.1933289603335
3       ,  9.343672735456
3.25    ,  9.4805925191106
3.5     ,  9.6260423235917
3.75    ,  9.7654109079394
4       ,  9.8999998961961
4.25    ,  10.032413866497
4.5     ,  10.157373156904
4.75    ,  10.289009361187
5       ,  10.40918096595
5.25    ,  10.581678987215
5.5     ,  10.696322833183
5.75    ,  10.817532123567
6       ,  10.94991766267
6.25    ,  11.050846046273
6.5     ,  11.150757565245
6.75    ,  11.259507936794
7       ,  11.371102758062
7.25    ,  11.483245288578
7.5     ,  11.588884678239
7.75    ,  11.701964217213
8       ,  11.816666810141
8.25    ,  11.929374934872
8.5     ,  12.051573302725
8.75    ,  12.164824812698
9       ,  12.281417560511
9.25    ,  12.397470885062
9.5     ,  12.5127149868
9.75    ,  12.631074036205
10      ,  12.750514021846
