! (Pin, Pout) in dBm
! @ 3.400 GHz
-25     ,  -10.261338800307
-24.75  ,  -10.017724926587
-24.5   ,  -9.7605199256514
-24.25  ,  -9.5096825454982
-24     ,  -9.2570443852653
-23.75  ,  -9.0036366959331
-23.5   ,  -8.7569033450729
-23.25  ,  -8.5112720998992
-23     ,  -8.259795846757
-22.75  ,  -8.0073306464826
-22.5   ,  -7.7587522635419
-22.25  ,  -7.5023388813177
-22     ,  -7.2567065594824
-21.75  ,  -7.0065672358603
-21.5   ,  -6.7535156871542
-21.25  ,  -6.507900348341
-21     ,  -6.2597101856584
-20.75  ,  -6.0074398839198
-20.5   ,  -5.7530446900366
-20.25  ,  -5.5077544445982
-20     ,  -5.2583524939328
-19.75  ,  -5.0059033064562
-19.5   ,  -4.7602633656842
-19.25  ,  -4.5102073100748
-19     ,  -4.2626029010829
-18.75  ,  -4.0057820273316
-18.5   ,  -3.7633107613532
-18.25  ,  -3.507090096526
-18     ,  -3.2605929266132
-17.75  ,  -3.012808454264
-17.5   ,  -2.7567304679011
-17.25  ,  -2.5080711731169
-17     ,  -2.2604711419371
-16.75  ,  -2.0099648310258
-16.5   ,  -1.7603121696129
-16.25  ,  -1.5123866421957
-16     ,  -1.264158845726
-15.75  ,  -1.0116666663361
-15.5   ,  -0.76043533040771
-15.25  ,  -0.51284051735886
-15     ,  -0.26076475722965
-14.75  ,  -0.015155517451433
-14.5   ,  0.23433817015706
-14.25  ,  0.48588365905583
-14     ,  0.73276501165223
-13.75  ,  0.98494756477252
-13.5   ,  1.236093078553
-13.25  ,  1.4828500865162
-13     ,  1.733540362608
-12.75  ,  1.9852290231312
-12.5   ,  2.2328863791602
-12.25  ,  2.4828636723611
-12     ,  2.7298331821866
-11.75  ,  2.9790188467392
-11.5   ,  3.2284757806209
-11.25  ,  3.4745994463429
-11     ,  3.7264954791262
-10.75  ,  3.9771216553377
-10.5   ,  4.2249377384967
-10.25  ,  4.471223409405
-10     ,  4.7203088123976
-9.75   ,  4.9696276735334
-9.5    ,  5.222188545146
-9.25   ,  5.4666321476949
-9      ,  5.7182209088147
-8.75   ,  5.9628305404112
-8.5    ,  6.2128143091922
-8.25   ,  6.4607154392983
-8      ,  6.7096815609469
-7.75   ,  6.9551784516798
-7.5    ,  7.2034180987309
-7.25   ,  7.4513187285442
-7      ,  7.6992400403657
-6.75   ,  7.9461926660462
-6.5    ,  8.1927714135398
-6.25   ,  8.4390719470463
-6      ,  8.6870778543175
-5.75   ,  8.9345248833986
-5.5    ,  9.1789822801038
-5.25   ,  9.4249739012888
-5      ,  9.6714791047332
-4.75   ,  9.9203624283063
-4.5    ,  10.164983791163
-4.25   ,  10.408381055941
-4      ,  10.653648001959
-3.75   ,  10.897651928601
-3.5    ,  11.142173818256
-3.25   ,  11.384837120426
-3      ,  11.626603930383
-2.75   ,  11.870982987802
-2.5    ,  12.110117844015
-2.25   ,  12.352380186326
-2      ,  12.591258580228
-1.75   ,  12.8308849178
-1.5    ,  13.068496334166
-1.25   ,  13.306628519337
-1      ,  13.541160404203
-0.75   ,  13.773855129864
-0.5    ,  14.008167335081
-0.25   ,  14.238976492609
0       ,  14.462519150909
0.25    ,  14.690827142588
0.5     ,  14.911731119649
0.75    ,  15.124338817927
1       ,  15.337643621968
1.25    ,  15.543316383867
1.5     ,  15.7425564519
1.75    ,  15.929044747736
2       ,  16.112683020938
2.25    ,  16.286969565128
2.5     ,  16.451734509988
2.75    ,  16.607744564901
3       ,  16.755559762513
3.25    ,  16.890796651299
3.5     ,  17.025646073289
3.75    ,  17.151451452496
4       ,  17.267971799515
4.25    ,  17.374831894578
4.5     ,  17.476241589437
4.75    ,  17.577237251709
5       ,  17.665791143843
5.25    ,  17.80735784006
5.5     ,  17.888422067786
5.75    ,  17.97658855216
6       ,  18.068265606767
6.25    ,  18.116290865548
6.5     ,  18.162176359394
6.75    ,  18.20600355407
7       ,  18.254724511369
7.25    ,  18.295598298986
7.5     ,  18.343210304412
7.75    ,  18.380936418243
8       ,  18.425902891624
8.25    ,  18.454163146979
8.5     ,  18.503399668298
8.75    ,  18.542163710803
9       ,  18.57553405171
9.25    ,  18.607713629046
9.5     ,  18.63769243824
9.75    ,  18.670290345218
10      ,  18.70712821366
