! (Pin, Pout) in dBm
! @ 1.955 GHz
-25     ,  -9.9185144876727
-24.75  ,  -9.6765755149402
-24.5   ,  -9.4245830138401
-24.25  ,  -9.1720015604567
-24     ,  -8.923193655768
-23.75  ,  -8.6699843765387
-23.5   ,  -8.4222375806498
-23.25  ,  -8.1737396596929
-23     ,  -7.9201139704233
-22.75  ,  -7.6721734746981
-22.5   ,  -7.4230710290172
-22.25  ,  -7.1757369696211
-22     ,  -6.9222833488815
-21.75  ,  -6.6721882856253
-21.5   ,  -6.4232046417368
-21.25  ,  -6.1743134746279
-21     ,  -5.9218208206354
-20.75  ,  -5.6730684792502
-20.5   ,  -5.4215923260556
-20.25  ,  -5.1732736659296
-20     ,  -4.9229099454522
-19.75  ,  -4.6747563702504
-19.5   ,  -4.4208674109314
-19.25  ,  -4.1738802689346
-19     ,  -3.9236579504094
-18.75  ,  -3.6756188809449
-18.5   ,  -3.4275347499853
-18.25  ,  -3.1703478752587
-18     ,  -2.9245483159073
-17.75  ,  -2.6742535007583
-17.5   ,  -2.424505313624
-17.25  ,  -2.1736845989854
-17     ,  -1.9226113685041
-16.75  ,  -1.6768550291765
-16.5   ,  -1.4216144444388
-16.25  ,  -1.1731577966862
-16     ,  -0.92511741121961
-15.75  ,  -0.6773519822961
-15.5   ,  -0.42626911230635
-15.25  ,  -0.17787803280718
-15     ,  0.074431133656883
-14.75  ,  0.32483322784966
-14.5   ,  0.57545337469402
-14.25  ,  0.8247136779783
-14     ,  1.074794966162
-13.75  ,  1.3233443160358
-13.5   ,  1.5724351230418
-13.25  ,  1.8229009895369
-13     ,  2.0731165279046
-12.75  ,  2.3223998517822
-12.5   ,  2.5723723475439
-12.25  ,  2.82047541912
-12     ,  3.0717692093025
-11.75  ,  3.3225098434375
-11.5   ,  3.5696894203941
-11.25  ,  3.82111730638
-11     ,  4.0699192198083
-10.75  ,  4.3187559417423
-10.5   ,  4.5694433863889
-10.25  ,  4.8180272768708
-10     ,  5.067384665785
-9.75   ,  5.3175583471716
-9.5    ,  5.5670722158334
-9.25   ,  5.8162635990324
-9      ,  6.067170539537
-8.75   ,  6.3156131474806
-8.5    ,  6.5631020310977
-8.25   ,  6.8143137549302
-8      ,  7.0637595966557
-7.75   ,  7.311992444298
-7.5    ,  7.5628540587062
-7.25   ,  7.8102595845191
-7      ,  8.0600922674513
-6.75   ,  8.3088755512446
-6.5    ,  8.5585894368867
-6.25   ,  8.8060948776741
-6      ,  9.0563433373427
-5.75   ,  9.3051102340172
-5.5    ,  9.5532498776564
-5.25   ,  9.8023575332583
-5      ,  10.05059183678
-4.75   ,  10.298146617006
-4.5    ,  10.548137400806
-4.25   ,  10.795585932128
-4      ,  11.04233374618
-3.75   ,  11.291462295008
-3.5    ,  11.539040889577
-3.25   ,  11.786787928282
-3      ,  12.03290783918
-2.75   ,  12.279551690103
-2.5    ,  12.528620016488
-2.25   ,  12.774641047015
-2      ,  13.021548395867
-1.75   ,  13.267187884532
-1.5    ,  13.514319520524
-1.25   ,  13.759751630191
-1      ,  14.003637057745
-0.75   ,  14.248161428991
-0.5    ,  14.491802688663
-0.25   ,  14.735888522916
0       ,  14.977347375536
0.25    ,  15.220289625795
0.5     ,  15.462400255569
0.75    ,  15.702324945016
1       ,  15.941621954233
1.25    ,  16.180831224208
1.5     ,  16.41528550021
1.75    ,  16.649245799546
2       ,  16.881000000159
2.25    ,  17.111214403716
2.5     ,  17.336682883007
2.75    ,  17.555303704862
3       ,  17.76634001521
3.25    ,  17.968719696121
3.5     ,  18.161777974991
3.75    ,  18.337297183556
4       ,  18.499918201713
4.25    ,  18.63819684331
4.5     ,  18.759612693274
4.75    ,  18.875939787853
5       ,  18.980654873787
5.25    ,  19.11801238446
5.5     ,  19.201080701334
5.75    ,  19.30063188902
6       ,  19.395228890864
6.25    ,  19.461189360919
6.5     ,  19.51487003875
6.75    ,  19.566369867778
7       ,  19.618009091115
7.25    ,  19.673446652938
7.5     ,  19.717664879251
7.75    ,  19.757479201849
8       ,  19.794848712302
8.25    ,  19.826252198072
8.5     ,  19.860498150411
8.75    ,  19.887311103029
9       ,  19.906177217413
9.25    ,  19.93389401568
9.5     ,  19.964260932513
9.75    ,  19.991434320468
10      ,  20.019678471638
