! (Pin, Pout) in dBm
! @ 7.650 GHz
-25     ,  -16.633759627067
-24.75  ,  -16.382803915758
-24.5   ,  -16.128987289555
-24.25  ,  -15.892016235163
-24     ,  -15.631625444138
-23.75  ,  -15.386428156514
-23.5   ,  -15.141991737101
-23.25  ,  -14.892483149477
-23     ,  -14.638161355012
-22.75  ,  -14.38765982182
-22.5   ,  -14.135104931021
-22.25  ,  -13.894084298518
-22     ,  -13.637769708668
-21.75  ,  -13.389234678867
-21.5   ,  -13.138281529399
-21.25  ,  -12.892033740184
-21     ,  -12.636826338647
-20.75  ,  -12.39229598784
-20.5   ,  -12.138059964341
-20.25  ,  -11.890524429618
-20     ,  -11.641067637475
-19.75  ,  -11.404553255621
-19.5   ,  -11.155218708127
-19.25  ,  -10.904448389893
-19     ,  -10.654971619681
-18.75  ,  -10.404916432943
-18.5   ,  -10.157045044366
-18.25  ,  -9.9087641778565
-18     ,  -9.6551364727665
-17.75  ,  -9.4057609991314
-17.5   ,  -9.1612637998073
-17.25  ,  -8.9072266256076
-17     ,  -8.6554196132861
-16.75  ,  -8.4094242968584
-16.5   ,  -8.1575078757425
-16.25  ,  -7.9099678498262
-16     ,  -7.6554570780507
-15.75  ,  -7.4074622069103
-15.5   ,  -7.1573038062791
-15.25  ,  -6.9075956575655
-15     ,  -6.6570057945657
-14.75  ,  -6.4093956299657
-14.5   ,  -6.1560536166705
-14.25  ,  -5.9093486070069
-14     ,  -5.6588755406872
-13.75  ,  -5.4116362184934
-13.5   ,  -5.1611119649974
-13.25  ,  -4.9114212221408
-13     ,  -4.6614880792589
-12.75  ,  -4.4121728558739
-12.5   ,  -4.1600158471501
-12.25  ,  -3.9123953734687
-12     ,  -3.6632671391055
-11.75  ,  -3.4150800203147
-11.5   ,  -3.166323142966
-11.25  ,  -2.916599393156
-11     ,  -2.6658060445142
-10.75  ,  -2.4162623416462
-10.5   ,  -2.1704181703856
-10.25  ,  -1.9197282753263
-10     ,  -1.6708933991355
-9.75   ,  -1.4230929652782
-9.5    ,  -1.1739328393414
-9.25   ,  -0.92603910410433
-9      ,  -0.67836077558641
-8.75   ,  -0.43125697829916
-8.5    ,  -0.18243887125871
-8.25   ,  0.064914628804004
-8      ,  0.31335879498509
-7.75   ,  0.56084963574282
-7.5    ,  0.80706726337681
-7.25   ,  1.0549648920697
-7      ,  1.3003371099804
-6.75   ,  1.5487294423185
-6.5    ,  1.7928167517914
-6.25   ,  2.0383544440775
-6      ,  2.2841905387044
-5.75   ,  2.528926075513
-5.5    ,  2.7727967542991
-5.25   ,  3.0151396839983
-5      ,  3.2598439002705
-4.75   ,  3.5011202569207
-4.5    ,  3.7430789930338
-4.25   ,  3.9851454212059
-4      ,  4.2231120026827
-3.75   ,  4.4631130228559
-3.5    ,  4.7009034411915
-3.25   ,  4.9388623580195
-3      ,  5.1730594646339
-2.75   ,  5.4077094194173
-2.5    ,  5.6402921620579
-2.25   ,  5.87147238953
-2      ,  6.1003979257819
-1.75   ,  6.3285440159187
-1.5    ,  6.5524495371229
-1.25   ,  6.7730243510838
-1      ,  6.9924858205708
-0.75   ,  7.2088848250645
-0.5    ,  7.4208050313586
-0.25   ,  7.6290850813057
0       ,  7.8315279586851
0.25    ,  8.0260431680436
0.5     ,  8.2149384388457
0.75    ,  8.4015201514799
1       ,  8.5852676251579
1.25    ,  8.7590938662647
1.5     ,  8.929157291826
1.75    ,  9.087846132085
2       ,  9.2481381696213
2.25    ,  9.4006078055411
2.5     ,  9.5502589406284
2.75    ,  9.6902023054672
3       ,  9.8329778150294
3.25    ,  9.9664496585108
3.5     ,  10.092476139984
3.75    ,  10.22322628345
4       ,  10.355370880999
4.25    ,  10.47980693536
4.5     ,  10.59700935951
4.75    ,  10.717150348337
5       ,  10.835849093013
5.25    ,  10.989828537483
5.5     ,  11.105899067445
5.75    ,  11.229615435002
6       ,  11.357119761378
6.25    ,  11.461874963701
6.5     ,  11.555720403876
6.75    ,  11.659133417295
7       ,  11.772802690677
7.25    ,  11.88013131624
7.5     ,  11.986020843653
7.75    ,  12.097803844456
8       ,  12.215320462253
8.25    ,  12.325422566245
8.5     ,  12.434239342085
8.75    ,  12.548369603173
9       ,  12.664923345198
9.25    ,  12.746261128045
9.5     ,  12.830759038994
9.75    ,  12.920640883194
10      ,  13.008361298315
