! (Pin, Pout) in dBm
! @ 1.360 GHz
-25     ,  -9.8145726912876
-24.75  ,  -9.5616352090381
-24.5   ,  -9.3113625460327
-24.25  ,  -9.0667062878032
-24     ,  -8.8121977045114
-23.75  ,  -8.55749135079
-23.5   ,  -8.3125494320198
-23.25  ,  -8.0611630277734
-23     ,  -7.8122421860614
-22.75  ,  -7.5613587527672
-22.5   ,  -7.3042701857626
-22.25  ,  -7.0622440314213
-22     ,  -6.8069497126833
-21.75  ,  -6.5645384376091
-21.5   ,  -6.3065102802343
-21.25  ,  -6.0619422047886
-21     ,  -5.8127003589126
-20.75  ,  -5.5628858097632
-20.5   ,  -5.3138391039245
-20.25  ,  -5.0614137222038
-20     ,  -4.8127952234699
-19.75  ,  -4.5615798002945
-19.5   ,  -4.3144793061032
-19.25  ,  -4.0649361794096
-19     ,  -3.8167675124308
-18.75  ,  -3.5692863866895
-18.5   ,  -3.3159085946319
-18.25  ,  -3.0679366847729
-18     ,  -2.8107849662046
-17.75  ,  -2.5668682981556
-17.5   ,  -2.3095287686387
-17.25  ,  -2.0638658785942
-17     ,  -1.812692956572
-16.75  ,  -1.5613053055526
-16.5   ,  -1.3165069543872
-16.25  ,  -1.0639486776739
-16     ,  -0.81437782065806
-15.75  ,  -0.56232891535728
-15.5   ,  -0.31693376770623
-15.25  ,  -0.062618240720834
-15     ,  0.18433546977843
-14.75  ,  0.43355549664032
-14.5   ,  0.68305265661787
-14.25  ,  0.93134837123824
-14     ,  1.1833119989875
-13.75  ,  1.4324630177594
-13.5   ,  1.6822552426249
-13.25  ,  1.9339355866347
-13     ,  2.1827338077699
-12.75  ,  2.430972052324
-12.5   ,  2.6832335537665
-12.25  ,  2.9322574287635
-12     ,  3.1799500149309
-11.75  ,  3.4299678123182
-11.5   ,  3.6815097485868
-11.25  ,  3.9310247827244
-11     ,  4.1788557501238
-10.75  ,  4.4272755536728
-10.5   ,  4.6765262430042
-10.25  ,  4.9281351946016
-10     ,  5.1773456229487
-9.75   ,  5.4285884300622
-9.5    ,  5.6768695335399
-9.25   ,  5.9257119819136
-9      ,  6.176206174626
-8.75   ,  6.4266259283381
-8.5    ,  6.6743784801489
-8.25   ,  6.9249604704194
-8      ,  7.1742991239501
-7.75   ,  7.4225979226791
-7.5    ,  7.6713440764171
-7.25   ,  7.9229554995547
-7      ,  8.1701016435622
-6.75   ,  8.4214864772748
-6.5    ,  8.6694388085273
-6.25   ,  8.9188431399819
-6      ,  9.1680257314302
-5.75   ,  9.4169035918391
-5.5    ,  9.6653413120757
-5.25   ,  9.9133824818885
-5      ,  10.163973775783
-4.75   ,  10.412368328548
-4.5    ,  10.661565566075
-4.25   ,  10.909316514608
-4      ,  11.158135112052
-3.75   ,  11.407071058021
-3.5    ,  11.654344475869
-3.25   ,  11.90417721375
-3      ,  12.152243758034
-2.75   ,  12.39885577752
-2.5    ,  12.647548275966
-2.25   ,  12.893779886546
-2      ,  13.142355801292
-1.75   ,  13.389205962148
-1.5    ,  13.636255072773
-1.25   ,  13.882532118581
-1      ,  14.128914981992
-0.75   ,  14.375130538591
-0.5    ,  14.620432627111
-0.25   ,  14.866506683378
0       ,  15.111489591958
0.25    ,  15.356865266948
0.5     ,  15.600954245995
0.75    ,  15.844039099606
1       ,  16.087002462383
1.25    ,  16.328751084891
1.5     ,  16.568460590975
1.75    ,  16.808562115988
2       ,  17.045249227409
2.25    ,  17.281446330544
2.5     ,  17.513235692753
2.75    ,  17.741774108905
3       ,  17.966155485515
3.25    ,  18.179993586233
3.5     ,  18.385999750187
3.75    ,  18.574907882635
4       ,  18.754536193928
4.25    ,  18.913967739115
4.5     ,  19.052305159066
4.75    ,  19.181430980079
5       ,  19.298825976577
5.25    ,  19.43490093302
5.5     ,  19.492489255438
5.75    ,  19.560967804156
6       ,  19.627529058785
6.25    ,  19.69134060403
6.5     ,  19.736636726134
6.75    ,  19.787104375635
7       ,  19.846789712955
7.25    ,  19.900852216667
7.5     ,  19.945371964484
7.75    ,  19.992064062246
8       ,  20.052012247309
8.25    ,  20.092105956875
8.5     ,  20.144177687888
8.75    ,  20.191100024126
9       ,  20.242626066159
9.25    ,  20.285957289404
9.5     ,  20.329392130742
9.75    ,  20.374660839104
10      ,  20.422275675781
