! (Pin, Pout) in dBm
! @ 7.310 GHz
-25     ,  -15.281126086094
-24.75  ,  -15.037762571762
-24.5   ,  -14.790840450547
-24.25  ,  -14.536837263754
-24     ,  -14.284878946877
-23.75  ,  -14.036791189918
-23.5   ,  -13.783219555497
-23.25  ,  -13.535382941016
-23     ,  -13.284685594569
-22.75  ,  -13.036080017176
-22.5   ,  -12.786495085369
-22.25  ,  -12.541224664582
-22     ,  -12.285198383104
-21.75  ,  -12.0439921895
-21.5   ,  -11.788861221498
-21.25  ,  -11.536419717741
-21     ,  -11.287426438312
-20.75  ,  -11.042950552931
-20.5   ,  -10.790593740163
-20.25  ,  -10.53673615689
-20     ,  -10.289260108799
-19.75  ,  -9.9386758906041
-19.5   ,  -9.6804749128969
-19.25  ,  -9.4356775954959
-19     ,  -9.1840642244868
-18.75  ,  -8.9362881307497
-18.5   ,  -8.6816025210967
-18.25  ,  -8.4406833597151
-18     ,  -8.1853647826469
-17.75  ,  -7.9355036508757
-17.5   ,  -7.6833365962164
-17.25  ,  -7.434387872539
-17     ,  -7.1856443961713
-16.75  ,  -6.9333462111071
-16.5   ,  -6.6873583727994
-16.25  ,  -6.4368952236718
-16     ,  -6.187272584498
-15.75  ,  -5.9378737139644
-15.5   ,  -5.6841314692864
-15.25  ,  -5.4365510616167
-15     ,  -5.1872265880825
-14.75  ,  -4.9368765370384
-14.5   ,  -4.6854856666826
-14.25  ,  -4.4395630540057
-14     ,  -4.1875769152886
-13.75  ,  -3.9415620277372
-13.5   ,  -3.6912945897325
-13.25  ,  -3.444273999934
-13     ,  -3.195182626416
-12.75  ,  -2.9404462093797
-12.5   ,  -2.6940070796303
-12.25  ,  -2.4433446066663
-12     ,  -2.1958803402131
-11.75  ,  -1.9455751481781
-11.5   ,  -1.6965830616384
-11.25  ,  -1.4472683949398
-11     ,  -1.2000773371198
-10.75  ,  -0.95103114522678
-10.5   ,  -0.70320745668602
-10.25  ,  -0.45488068551403
-10     ,  -0.20606700633023
-9.75   ,  0.042447987110283
-9.5    ,  0.29056484987383
-9.25   ,  0.53903207056917
-9      ,  0.78490119065148
-8.75   ,  1.0320450933164
-8.5    ,  1.2806629691182
-8.25   ,  1.527722843924
-8      ,  1.772435943191
-7.75   ,  2.0203723397101
-7.5    ,  2.2665829355274
-7.25   ,  2.5135418998489
-7      ,  2.7573065037419
-6.75   ,  3.0009519480076
-6.5    ,  3.2455764947106
-6.25   ,  3.4905945906291
-6      ,  3.7330140226548
-5.75   ,  3.9762878059715
-5.5    ,  4.2179922559
-5.25   ,  4.4582078797063
-5      ,  4.6987768656322
-4.75   ,  4.9386257443572
-4.5    ,  5.1766033350663
-4.25   ,  5.4142403152315
-4      ,  5.6515582813509
-3.75   ,  5.8849762947042
-3.5    ,  6.1207947606648
-3.25   ,  6.3524420279743
-3      ,  6.5835304787471
-2.75   ,  6.8101242136309
-2.5    ,  7.0361171812833
-2.25   ,  7.2598043240412
-2      ,  7.4812478865264
-1.75   ,  7.6994533875753
-1.5    ,  7.9129947022568
-1.25   ,  8.121917742101
-1      ,  8.3274335602878
-0.75   ,  8.5319877236592
-0.5    ,  8.7292018583352
-0.25   ,  8.9227039606994
0       ,  9.1045240206303
0.25    ,  9.2799467584194
0.5     ,  9.4532163161453
0.75    ,  9.620770419962
1       ,  9.7806002373543
1.25    ,  9.9319716153985
1.5     ,  10.084406635287
1.75    ,  10.222779703229
2       ,  10.36598962854
2.25    ,  10.497321329554
2.5     ,  10.631512961312
2.75    ,  10.757346782502
3       ,  10.884238706869
3.25    ,  11.001116173651
3.5     ,  11.122117457496
3.75    ,  11.243931415491
4       ,  11.360751351076
4.25    ,  11.475037707264
4.5     ,  11.587382180616
4.75    ,  11.707555858488
5       ,  11.813642625925
5.25    ,  11.971535201504
5.5     ,  12.084278791675
5.75    ,  12.200797468287
6       ,  12.324763229696
6.25    ,  12.41963285998
6.5     ,  12.511496227168
6.75    ,  12.610342288129
7       ,  12.715374554795
7.25    ,  12.815172826487
7.5     ,  12.919785022181
7.75    ,  13.024166585081
8       ,  13.135628685724
8.25    ,  13.20822005145
8.5     ,  13.290167927821
8.75    ,  13.370683258221
9       ,  13.451302229455
9.25    ,  13.570463670741
9.5     ,  13.679140048375
9.75    ,  13.793585022644
10      ,  13.906585919948
