! (Pin, Pout) in dBm
! @ 6.545 GHz
-25     ,  -12.455318049371
-24.75  ,  -12.210068753967
-24.5   ,  -11.960113763504
-24.25  ,  -11.715376779821
-24     ,  -11.459087169045
-23.75  ,  -11.218652462679
-23.5   ,  -10.959972334149
-23.25  ,  -10.708924765192
-23     ,  -10.464528608145
-22.75  ,  -10.216522229924
-22.5   ,  -9.9638878137956
-22.25  ,  -9.7201953988361
-22     ,  -9.4669128956142
-21.75  ,  -9.2142788670474
-21.5   ,  -8.9676818499034
-21.25  ,  -8.7172111055163
-21     ,  -8.4667493611323
-20.75  ,  -8.2211023055972
-20.5   ,  -7.9668883038871
-20.25  ,  -7.7180123617993
-20     ,  -7.4710191584323
-19.75  ,  -7.1545267812059
-19.5   ,  -6.9069544508733
-19.25  ,  -6.6573195537865
-19     ,  -6.4106614765562
-18.75  ,  -6.1605861690661
-18.5   ,  -5.9072150963906
-18.25  ,  -5.6591711501196
-18     ,  -5.411076432981
-17.75  ,  -5.1589779711376
-17.5   ,  -4.911666810597
-17.25  ,  -4.6652101261664
-17     ,  -4.4146396231428
-16.75  ,  -4.1637556013307
-16.5   ,  -3.9117405807026
-16.25  ,  -3.6649674909585
-16     ,  -3.4117289264278
-15.75  ,  -3.1666756923007
-15.5   ,  -2.9175773940992
-15.25  ,  -2.6678962719653
-15     ,  -2.4170410085275
-14.75  ,  -2.1692751095122
-14.5   ,  -1.9204259630458
-14.25  ,  -1.6714151013799
-14     ,  -1.4227278809446
-13.75  ,  -1.172901106467
-13.5   ,  -0.92288549705854
-13.25  ,  -0.6783824576608
-13     ,  -0.42840937281303
-12.75  ,  -0.17988057165556
-12.5   ,  0.070054657174747
-12.25  ,  0.31601434075815
-12     ,  0.56407718446058
-11.75  ,  0.81336910470159
-11.5   ,  1.0612586074657
-11.25  ,  1.3068140293851
-11     ,  1.5548677513286
-10.75  ,  1.8022008202588
-10.5   ,  2.0499127663085
-10.25  ,  2.2951834328784
-10     ,  2.5403326212063
-9.75   ,  2.7861214385697
-9.5    ,  3.0323931998366
-9.25   ,  3.2775600601557
-9      ,  3.5233052090186
-8.75   ,  3.7658955479875
-8.5    ,  4.011216210214
-8.25   ,  4.2557648149221
-8      ,  4.4987856743968
-7.75   ,  4.7412354786912
-7.5    ,  4.9835301689303
-7.25   ,  5.2245339013212
-7      ,  5.4653975320286
-6.75   ,  5.7053092773807
-6.5    ,  5.9445157628767
-6.25   ,  6.1831248215729
-6      ,  6.4190595315883
-5.75   ,  6.6568341658978
-5.5    ,  6.8897920628789
-5.25   ,  7.1227322583339
-5      ,  7.3557005566883
-4.75   ,  7.5854338067635
-4.5    ,  7.8112991227028
-4.25   ,  8.0358670680863
-4      ,  8.2582498828689
-3.75   ,  8.4794240477598
-3.5    ,  8.6989686996912
-3.25   ,  8.9103769811616
-3      ,  9.1207901524285
-2.75   ,  9.3273573402242
-2.5    ,  9.5292251360087
-2.25   ,  9.724895871841
-2      ,  9.9149184495501
-1.75   ,  10.099703887639
-1.5    ,  10.276489925009
-1.25   ,  10.446251620739
-1      ,  10.610851822189
-0.75   ,  10.768034720559
-0.5    ,  10.923000726903
-0.25   ,  11.070932053643
0       ,  11.209973536073
0.25    ,  11.332903307873
0.5     ,  11.454783178801
0.75    ,  11.57880656583
1       ,  11.699680890775
1.25    ,  11.818976705792
1.5     ,  11.930369158528
1.75    ,  12.041019252203
2       ,  12.156673822563
2.25    ,  12.257163613356
2.5     ,  12.363529268183
2.75    ,  12.469376630133
3       ,  12.571672856399
3.25    ,  12.672727531025
3.5     ,  12.772949746031
3.75    ,  12.872355991137
4       ,  12.970279817183
4.25    ,  13.067398501566
4.5     ,  13.166171206409
4.75    ,  13.26276664832
5       ,  13.355414721022
5.25    ,  13.499796878949
5.5     ,  13.593767566026
5.75    ,  13.696773220099
6       ,  13.802387564885
6.25    ,  13.883386914713
6.5     ,  13.957504566123
6.75    ,  14.044380152496
7       ,  14.137937399699
7.25    ,  14.219899754372
7.5     ,  14.319049400734
7.75    ,  14.40682726428
8       ,  14.501145459895
8.25    ,  14.597173652421
8.5     ,  14.69319239871
8.75    ,  14.787276326077
9       ,  14.888970291451
9.25    ,  14.980085640966
9.5     ,  15.065702274373
9.75    ,  15.145843099988
10      ,  15.242386834163
