! (Pin, Pout) in dBm
! @ 2.125 GHz
-25     ,  -9.9645399990547
-24.75  ,  -9.7124063801646
-24.5   ,  -9.4673330862961
-24.25  ,  -9.212206476699
-24     ,  -8.9635169566767
-23.75  ,  -8.7137685931607
-23.5   ,  -8.4634923911815
-23.25  ,  -8.2137356176498
-23     ,  -7.9615201947326
-22.75  ,  -7.7148580296839
-22.5   ,  -7.4636932194292
-22.25  ,  -7.217531689908
-22     ,  -6.9647235574897
-21.75  ,  -6.7168445100304
-21.5   ,  -6.465395831729
-21.25  ,  -6.2103749973528
-21     ,  -5.9610911342636
-20.75  ,  -5.7156109214419
-20.5   ,  -5.4648810276895
-20.25  ,  -5.2137149326599
-20     ,  -4.9649164079468
-19.75  ,  -4.7160606273189
-19.5   ,  -4.4618885452641
-19.25  ,  -4.2148580140827
-19     ,  -3.9680580516654
-18.75  ,  -3.7117637869082
-18.5   ,  -3.4698669377768
-18.25  ,  -3.217239131659
-18     ,  -2.9681949362337
-17.75  ,  -2.7156796110293
-17.5   ,  -2.4661104516587
-17.25  ,  -2.216697629729
-17     ,  -1.9639888366618
-16.75  ,  -1.7176248213944
-16.5   ,  -1.4643886059053
-16.25  ,  -1.2167832007785
-16     ,  -0.96470181565049
-15.75  ,  -0.71853562652349
-15.5   ,  -0.46480858719917
-15.25  ,  -0.220348660091
-15     ,  0.030739256235229
-14.75  ,  0.28195613158007
-14.5   ,  0.53343414396195
-14.25  ,  0.78129455931001
-14     ,  1.0349732497581
-13.75  ,  1.2800169863211
-13.5   ,  1.5315482795591
-13.25  ,  1.7802589346221
-13     ,  2.0295392794181
-12.75  ,  2.280519593633
-12.5   ,  2.529397281227
-12.25  ,  2.778268093181
-12     ,  3.029154784056
-11.75  ,  3.282687134301
-11.5   ,  3.5272787214339
-11.25  ,  3.7785698775036
-11     ,  4.0284158500118
-10.75  ,  4.2760683866622
-10.5   ,  4.5266632263958
-10.25  ,  4.7755301481581
-10     ,  5.0256954907053
-9.75   ,  5.2750907429102
-9.5    ,  5.5250127598003
-9.25   ,  5.7728350096357
-9      ,  6.0243155208406
-8.75   ,  6.2728793803429
-8.5    ,  6.5206110734723
-8.25   ,  6.770835887934
-8      ,  7.0190911914132
-7.75   ,  7.2686311763059
-7.5    ,  7.5195098890582
-7.25   ,  7.765601611669
-7      ,  8.0159325715367
-6.75   ,  8.2641067755309
-6.5    ,  8.5158588965617
-6.25   ,  8.761379567601
-6      ,  9.0095340317614
-5.75   ,  9.2595915496266
-5.5    ,  9.5084135882364
-5.25   ,  9.7561378649851
-5      ,  10.004126742615
-4.75   ,  10.251122032903
-4.5    ,  10.501600622791
-4.25   ,  10.748663216454
-4      ,  10.995505795309
-3.75   ,  11.243689827216
-3.5    ,  11.492432933649
-3.25   ,  11.738864079601
-3      ,  11.985632153797
-2.75   ,  12.231282539271
-2.5    ,  12.479980909954
-2.25   ,  12.724289965446
-2      ,  12.971956746543
-1.75   ,  13.215732285247
-1.5    ,  13.462694211155
-1.25   ,  13.708249279807
-1      ,  13.950617710207
-0.75   ,  14.196161102352
-0.5    ,  14.438892548772
-0.25   ,  14.681538123711
0       ,  14.92186542706
0.25    ,  15.164233634957
0.5     ,  15.405579168716
0.75    ,  15.64343299777
1       ,  15.882281248661
1.25    ,  16.118649926193
1.5     ,  16.352228659508
1.75    ,  16.585373266492
2       ,  16.815268640557
2.25    ,  17.043254870953
2.5     ,  17.264344256961
2.75    ,  17.480540932084
3       ,  17.689419249384
3.25    ,  17.889501322678
3.5     ,  18.078067352485
3.75    ,  18.25481257946
4       ,  18.419169407731
4.25    ,  18.569233800432
4.5     ,  18.699345770266
4.75    ,  18.825914131773
5       ,  18.941727199759
5.25    ,  19.067143415867
5.5     ,  19.14222206239
5.75    ,  19.222652009571
6       ,  19.297599625097
6.25    ,  19.369499596972
6.5     ,  19.433433177943
6.75    ,  19.494354468149
7       ,  19.551528930965
7.25    ,  19.607413831725
7.5     ,  19.658405410987
7.75    ,  19.701172725108
8       ,  19.746908938345
8.25    ,  19.777388176699
8.5     ,  19.821520979152
8.75    ,  19.85169817642
9       ,  19.881718939977
9.25    ,  19.903752227103
9.5     ,  19.928532392022
9.75    ,  19.952233163874
10      ,  19.975838909652
