! (Pin, Pout) in dBm
! @ 2.805 GHz
-25     ,  -10.223902008782
-24.75  ,  -9.9740814457766
-24.5   ,  -9.7271825051027
-24.25  ,  -9.4735168430616
-24     ,  -9.2216102384421
-23.75  ,  -8.9728723583392
-23.5   ,  -8.7294429192732
-23.25  ,  -8.4708748299635
-23     ,  -8.2243065828361
-22.75  ,  -7.9734285124113
-22.5   ,  -7.7235963280477
-22.25  ,  -7.4678122877591
-22     ,  -7.2233271486953
-21.75  ,  -6.9737758354418
-21.5   ,  -6.7259748420924
-21.25  ,  -6.4726108931171
-21     ,  -6.2206473471173
-20.75  ,  -5.9698503868565
-20.5   ,  -5.7205138312452
-20.25  ,  -5.4726608020663
-20     ,  -5.2252120610505
-19.75  ,  -4.9738961930223
-19.5   ,  -4.7245450687958
-19.25  ,  -4.4759639213262
-19     ,  -4.228839257098
-18.75  ,  -3.9788928961211
-18.5   ,  -3.7258767897719
-18.25  ,  -3.4756412679181
-18     ,  -3.2272240135787
-17.75  ,  -2.9758641953388
-17.5   ,  -2.7226707187184
-17.25  ,  -2.4727101536585
-17     ,  -2.226057271867
-16.75  ,  -1.9748839280139
-16.5   ,  -1.7252106014042
-16.25  ,  -1.4768359170002
-16     ,  -1.2267359900509
-15.75  ,  -0.97813374241557
-15.5   ,  -0.73087227951356
-15.25  ,  -0.47609077971163
-15     ,  -0.22705120542849
-14.75  ,  0.021699956545543
-14.5   ,  0.26946813623979
-14.25  ,  0.51925701743611
-14     ,  0.77016402643937
-13.75  ,  1.0174583865829
-13.5   ,  1.2665855047626
-13.25  ,  1.5184549701624
-13     ,  1.7674270008708
-12.75  ,  2.0193241297808
-12.5   ,  2.2669175943968
-12.25  ,  2.519166574773
-12     ,  2.7669732574995
-11.75  ,  3.0181693482066
-11.5   ,  3.2664279714222
-11.25  ,  3.5155883146662
-11     ,  3.7634769303948
-10.75  ,  4.0126654152557
-10.5   ,  4.2610301093676
-10.25  ,  4.5116466419827
-10     ,  4.7596394509614
-9.75   ,  5.0096818584433
-9.5    ,  5.2614544233248
-9.25   ,  5.5071025693907
-9      ,  5.7573364634504
-8.75   ,  6.0042035249101
-8.5    ,  6.2524136823394
-8.25   ,  6.5030683605225
-8      ,  6.7525593452419
-7.75   ,  6.9981942619204
-7.5    ,  7.2484548825686
-7.25   ,  7.4954978860586
-7      ,  7.7467128773182
-6.75   ,  7.9934630360476
-6.5    ,  8.241836573231
-6.25   ,  8.4883686172447
-6      ,  8.7358720074181
-5.75   ,  8.9845193485086
-5.5    ,  9.2325949084734
-5.25   ,  9.4775046425255
-5      ,  9.7246537783532
-4.75   ,  9.9727236686325
-4.5    ,  10.219920197314
-4.25   ,  10.466266968197
-4      ,  10.711333012704
-3.75   ,  10.958376850656
-3.5    ,  11.205734161196
-3.25   ,  11.449960488652
-3      ,  11.693486195184
-2.75   ,  11.940507156662
-2.5    ,  12.18495067602
-2.25   ,  12.425955301003
-2      ,  12.668650917664
-1.75   ,  12.913549502395
-1.5    ,  13.156526259796
-1.25   ,  13.397316290462
-1      ,  13.638250637604
-0.75   ,  13.877852412902
-0.5    ,  14.116934209
-0.25   ,  14.354763109838
0       ,  14.590242441685
0.25    ,  14.824309634304
0.5     ,  15.058907131459
0.75    ,  15.288695221566
1       ,  15.517415614951
1.25    ,  15.741754741046
1.5     ,  15.964038205158
1.75    ,  16.181243471275
2       ,  16.394211565825
2.25    ,  16.600450638824
2.5     ,  16.800134600274
2.75    ,  16.994049484978
3       ,  17.173448242029
3.25    ,  17.344374448638
3.5     ,  17.515296082288
3.75    ,  17.671761106354
4       ,  17.81775736158
4.25    ,  17.957606820806
4.5     ,  18.086802285371
4.75    ,  18.215130315394
5       ,  18.320515308015
5.25    ,  18.465661516422
5.5     ,  18.559698501386
5.75    ,  18.664031776465
6       ,  18.76133723037
6.25    ,  18.816531767147
6.5     ,  18.858876773326
6.75    ,  18.904350937428
7       ,  18.953013868123
7.25    ,  18.947586833332
7.5     ,  18.938792685294
7.75    ,  18.930480263338
8       ,  18.926738773108
8.25    ,  18.950245953006
8.5     ,  18.983966567885
8.75    ,  19.013889808467
9       ,  19.046087784802
9.25    ,  19.067692170605
9.5     ,  19.095420566647
9.75    ,  19.117845818533
10      ,  19.148273093684
