! (Pin, Pout) in dBm
! @ 7.140 GHz
-25     ,  -14.732417662326
-24.75  ,  -14.474214818467
-24.5   ,  -14.229955904164
-24.25  ,  -13.977189797349
-24     ,  -13.737729699347
-23.75  ,  -13.484127050208
-23.5   ,  -13.232090439855
-23.25  ,  -12.985531256365
-23     ,  -12.729367800341
-22.75  ,  -12.490586845723
-22.5   ,  -12.238135629524
-22.25  ,  -11.984609768372
-22     ,  -11.733433825003
-21.75  ,  -11.482341296016
-21.5   ,  -11.238260122371
-21.25  ,  -10.987215396245
-21     ,  -10.740915204028
-20.75  ,  -10.479711700375
-20.5   ,  -10.238134735455
-20.25  ,  -9.9850933060336
-20     ,  -9.7392115571102
-19.75  ,  -9.4321383347586
-19.5   ,  -9.1826628905704
-19.25  ,  -8.9288898502381
-19     ,  -8.6832638497942
-18.75  ,  -8.4354328019869
-18.5   ,  -8.180491547383
-18.25  ,  -7.9337713670156
-18     ,  -7.6835942381607
-17.75  ,  -7.431197381118
-17.5   ,  -7.1826806648307
-17.25  ,  -6.9313970820543
-17     ,  -6.686306966271
-16.75  ,  -6.4364546379621
-16.5   ,  -6.1867435607092
-16.25  ,  -5.9364791021941
-16     ,  -5.6863353477486
-15.75  ,  -5.4349508173806
-15.5   ,  -5.186038161873
-15.25  ,  -4.9366057191717
-15     ,  -4.6868286757474
-14.75  ,  -4.4384708061691
-14.5   ,  -4.1895163880813
-14.25  ,  -3.9389081947829
-14     ,  -3.6912492518862
-13.75  ,  -3.4381732467188
-13.5   ,  -3.1913356844363
-13.25  ,  -2.9438001000234
-13     ,  -2.6942087995941
-12.75  ,  -2.4443383681589
-12.5   ,  -2.1937343971402
-12.25  ,  -1.9465761410286
-12     ,  -1.6965976058498
-11.75  ,  -1.4494236118957
-11.5   ,  -1.1995415790198
-11.25  ,  -0.95033998257515
-11     ,  -0.70149213308683
-10.75  ,  -0.45477387032929
-10.5   ,  -0.20448798025378
-10.25  ,  0.042714392165728
-10     ,  0.29184212112608
-9.75   ,  0.53929278913022
-9.5    ,  0.78647280308591
-9.25   ,  1.0330965004068
-9      ,  1.2805021473501
-8.75   ,  1.528237783129
-8.5    ,  1.7752458980052
-8.25   ,  2.0217590483864
-8      ,  2.2661169924004
-7.75   ,  2.5128038150832
-7.5    ,  2.7564176671629
-7.25   ,  3.0033564936146
-7      ,  3.2478715332628
-6.75   ,  3.4913402172334
-6.5    ,  3.7363452021331
-6.25   ,  3.978406757951
-6      ,  4.2214307815565
-5.75   ,  4.4622350840614
-5.5    ,  4.7043606485883
-5.25   ,  4.9437214655957
-5      ,  5.1816529798587
-4.75   ,  5.4200059344276
-4.5    ,  5.6572999075558
-4.25   ,  5.8928483713499
-4      ,  6.1281596406999
-3.75   ,  6.3600983568721
-3.5    ,  6.5928031183405
-3.25   ,  6.8226851332026
-3      ,  7.0494639601738
-2.75   ,  7.2753459307543
-2.5    ,  7.4978761296982
-2.25   ,  7.7177274039695
-2      ,  7.9353448025866
-1.75   ,  8.1487597884382
-1.5    ,  8.3591620217215
-1.25   ,  8.5658848899533
-1      ,  8.765544948668
-0.75   ,  8.9617707725301
-0.5    ,  9.1539443027437
-0.25   ,  9.3390013471397
0       ,  9.5153450736211
0.25    ,  9.6816518154036
0.5     ,  9.8415590279111
0.75    ,  10.001591561799
1       ,  10.153456876933
1.25    ,  10.299840877187
1.5     ,  10.442885842065
1.75    ,  10.577559958812
2       ,  10.711199786251
2.25    ,  10.837867378351
2.5     ,  10.965395776899
2.75    ,  11.089556219406
3       ,  11.206824699169
3.25    ,  11.32595078817
3.5     ,  11.441571634881
3.75    ,  11.560470721444
4       ,  11.669845878977
4.25    ,  11.783810499924
4.5     ,  11.887838199054
4.75    ,  11.997698662814
5       ,  12.101639874627
5.25    ,  12.261329645474
5.5     ,  12.369375933734
5.75    ,  12.482883025262
6       ,  12.604233822275
6.25    ,  12.670695469699
6.5     ,  12.733597595527
6.75    ,  12.800208278683
7       ,  12.874231559652
7.25    ,  12.980177384378
7.5     ,  13.082066187707
7.75    ,  13.185034388711
8       ,  13.299637166529
8.25    ,  13.40843637329
8.5     ,  13.521644672707
8.75    ,  13.628496629613
9       ,  13.739418485721
9.25    ,  13.853930736032
9.5     ,  13.963675419239
9.75    ,  14.077448312116
10      ,  14.193519961642
