! (Pin, Pout) in dBm
! @ 6.375 GHz
-25     ,  -12.194639923241
-24.75  ,  -11.950916195064
-24.5   ,  -11.697815291429
-24.25  ,  -11.451966571669
-24     ,  -11.20604672568
-23.75  ,  -10.954225171326
-23.5   ,  -10.701649986645
-23.25  ,  -10.4556018293
-23     ,  -10.205744699936
-22.75  ,  -9.9607871546992
-22.5   ,  -9.709234916443
-22.25  ,  -9.4586264214311
-22     ,  -9.2085522756928
-21.75  ,  -8.9568605751083
-21.5   ,  -8.7113663102097
-21.25  ,  -8.4618873698773
-21     ,  -8.2115069505073
-20.75  ,  -7.9560688741166
-20.5   ,  -7.7086623840601
-20.25  ,  -7.4612756384932
-20     ,  -7.2110766269605
-19.75  ,  -6.952673627196
-19.5   ,  -6.7054201529637
-19.25  ,  -6.4558084037136
-19     ,  -6.2053320444629
-18.75  ,  -5.9599379254797
-18.5   ,  -5.7078823076601
-18.25  ,  -5.4589600075655
-18     ,  -5.2079138323629
-17.75  ,  -4.962135646237
-17.5   ,  -4.710538750759
-17.25  ,  -4.4610540682784
-17     ,  -4.2113173207571
-16.75  ,  -3.9592526181722
-16.5   ,  -3.7129177162823
-16.25  ,  -3.4616323935972
-16     ,  -3.2131323768953
-15.75  ,  -2.964635530817
-15.5   ,  -2.7126879474312
-15.25  ,  -2.4653945855996
-15     ,  -2.2159083250964
-14.75  ,  -1.9672363231069
-14.5   ,  -1.7179374721113
-14.25  ,  -1.469811576443
-14     ,  -1.2199946187649
-13.75  ,  -0.97261136564655
-13.5   ,  -0.72214068215387
-13.25  ,  -0.47555650603192
-13     ,  -0.22681362780433
-12.75  ,  0.021582681801481
-12.5   ,  0.27155011108039
-12.25  ,  0.52024992637716
-12     ,  0.76959408918197
-11.75  ,  1.0141607491554
-11.5   ,  1.2607663856058
-11.25  ,  1.5106236838508
-11     ,  1.7589495445861
-10.75  ,  2.004013285116
-10.5   ,  2.2510187716648
-10.25  ,  2.4980222986387
-10     ,  2.7429888531775
-9.75   ,  2.9895771693873
-9.5    ,  3.2356428322209
-9.25   ,  3.4807794534322
-9      ,  3.7257990233843
-8.75   ,  3.9716626828865
-8.5    ,  4.216461259155
-8.25   ,  4.4602997765533
-8      ,  4.7046978938824
-7.75   ,  4.9462960627715
-7.5    ,  5.1907151468441
-7.25   ,  5.4328911711514
-7      ,  5.6715125579818
-6.75   ,  5.9133908570881
-6.5    ,  6.15229948842
-6.25   ,  6.3928029522761
-6      ,  6.6305598960479
-5.75   ,  6.8671267324255
-5.5    ,  7.102026775325
-5.25   ,  7.3374952796022
-5      ,  7.5701113762424
-4.75   ,  7.801043958163
-4.5    ,  8.0290126804584
-4.25   ,  8.2569249113565
-4      ,  8.4816684505273
-3.75   ,  8.7045446467359
-3.5    ,  8.9255695104731
-3.25   ,  9.14268716808
-3      ,  9.35526733183
-2.75   ,  9.5635510902401
-2.5    ,  9.7690454281844
-2.25   ,  9.9677618496423
-2      ,  10.162623421041
-1.75   ,  10.351078625767
-1.5    ,  10.530912403323
-1.25   ,  10.704922466849
-1      ,  10.873295670844
-0.75   ,  11.032865659127
-0.5    ,  11.192666254617
-0.25   ,  11.338852734031
0       ,  11.478145218685
0.25    ,  11.615501478664
0.5     ,  11.737385049593
0.75    ,  11.864570501144
1       ,  11.98939422055
1.25    ,  12.106601871886
1.5     ,  12.219031100315
1.75    ,  12.337383055537
2       ,  12.44579221857
2.25    ,  12.552679870617
2.5     ,  12.657584784426
2.75    ,  12.75971593001
3       ,  12.864204386496
3.25    ,  12.958172930388
3.5     ,  13.058770916927
3.75    ,  13.157821568376
4       ,  13.255923789561
4.25    ,  13.347428618805
4.5     ,  13.439569108894
4.75    ,  13.536581538605
5       ,  13.626373485432
5.25    ,  13.768824891556
5.5     ,  13.858790108247
5.75    ,  13.960740086164
6       ,  14.063836649479
6.25    ,  14.142857431944
6.5     ,  14.216951033197
6.75    ,  14.298134066857
7       ,  14.385939089842
7.25    ,  14.465701775186
7.5     ,  14.555114234114
7.75    ,  14.639042598725
8       ,  14.727787640222
8.25    ,  14.81994517856
8.5     ,  14.912467671907
8.75    ,  15.00429992586
9       ,  15.096310609455
9.25    ,  15.185359739443
9.5     ,  15.273949473319
9.75    ,  15.358863643035
10      ,  15.452751635164
